error_factor	capacity_factor	qualitative_supraadditive	collapsed_both	collapsed_error_only	collapsed_capacity_only	interaction
23.23041410288293	3.9909749913929575	True	True	False	False	
23.23041410288293	4.853740525828978	True	True	False	False	
23.23041410288293	5.90301797001537	True	True	False	False	
23.23041410288293	7.179127307876238	True	True	False	False	
23.23041410288293	8.731104862714846	True	True	False	False	
23.23041410288293	10.618587587949342	True	True	False	False	
23.23041410288293	12.914104702195969	True	True	False	False	
23.23041410288293	15.705864728049711	True	True	False	False	
23.23041410288293	19.101145030506867	True	True	False	False	
23.23041410288293	23.23041410288293	True	True	False	False	
23.23041410288293	28.252345004947657	True	True	False	False	
23.23041410288293	34.35991260179622	True	True	False	False	
23.23041410288293	41.787808898564755	True	True	False	False	
23.23041410288293	50.82146141581522	True	True	False	False	
23.23041410288293	61.80800114953867	True	True	False	False	
23.23041410288293	75.16960157530129	True	True	False	False	
23.23041410288293	91.41970126681093	True	True	False	False	
23.23041410288293	111.18273350618666	True	True	False	False	
23.23041410288293	135.21812102437377	True	True	False	False	
23.23041410288293	164.44945790386396	True	True	False	False	
23.23041410288293	200.0	True	True	False	False	
28.252345004947657	1.5	False	False	False	False	0.020690147395480585
28.252345004947657	1.8242687073822879	False	False	False	False	0.04247674001528945
28.252345004947657	2.2186375444894955	False	False	False	False	0.08126770430867669
28.252345004947657	2.6982606969571097	False	False	False	False	0.15664835503918706
28.252345004947657	3.2815683692122515	True	True	False	False	
28.252345004947657	3.9909749913929575	True	True	False	False	
28.252345004947657	4.853740525828978	True	True	False	False	
28.252345004947657	5.90301797001537	True	True	False	False	
28.252345004947657	7.179127307876238	True	True	False	False	
28.252345004947657	8.731104862714846	True	True	False	False	
28.252345004947657	10.618587587949342	True	True	False	False	
28.252345004947657	12.914104702195969	True	True	False	False	
28.252345004947657	15.705864728049711	True	True	False	False	
28.252345004947657	19.101145030506867	True	True	False	False	
28.252345004947657	23.23041410288293	True	True	False	False	
28.252345004947657	28.252345004947657	True	True	False	False	
28.252345004947657	34.35991260179622	True	True	False	False	
28.252345004947657	41.787808898564755	True	True	False	False	
28.252345004947657	50.82146141581522	True	True	False	False	
28.252345004947657	61.80800114953867	True	True	False	False	
28.252345004947657	75.16960157530129	True	True	False	False	
28.252345004947657	91.41970126681093	True	True	False	False	
28.252345004947657	111.18273350618666	True	True	False	False	
28.252345004947657	135.21812102437377	True	True	False	False	
28.252345004947657	164.44945790386396	True	True	False	False	
28.252345004947657	200.0	True	True	False	False	
34.35991260179622	1.5	False	False	False	False	0.032166791818890816
34.35991260179622	1.8242687073822879	False	False	False	False	0.06758103140546767
34.35991260179622	2.2186375444894955	False	False	False	False	0.13587884700746078
34.35991260179622	2.6982606969571097	True	True	False	False	
34.35991260179622	3.2815683692122515	True	True	False	False	
34.35991260179622	3.9909749913929575	True	True	False	False	
34.35991260179622	4.853740525828978	True	True	False	False	
34.35991260179622	5.90301797001537	True	True	False	False	
34.35991260179622	7.179127307876238	True	True	False	False	
34.35991260179622	8.731104862714846	True	True	False	False	
34.35991260179622	10.618587587949342	True	True	False	False	
34.35991260179622	12.914104702195969	True	True	False	False	
34.35991260179622	15.705864728049711	True	True	False	False	
34.35991260179622	19.101145030506867	True	True	False	False	
34.35991260179622	23.23041410288293	True	True	False	False	
34.35991260179622	28.252345004947657	True	True	False	False	
34.35991260179622	34.35991260179622	True	True	False	False	
34.35991260179622	41.787808898564755	True	True	False	False	
34.35991260179622	50.82146141581522	True	True	False	False	
34.35991260179622	61.80800114953867	True	True	False	False	
34.35991260179622	75.16960157530129	True	True	False	False	
34.35991260179622	91.41970126681093	True	True	False	False	
34.35991260179622	111.18273350618666	True	True	False	False	
34.35991260179622	135.21812102437377	True	True	False	False	
34.35991260179622	164.44945790386396	True	True	False	False	
34.35991260179622	200.0	True	True	False	False	
41.787808898564755	1.5	False	False	False	False	0.050954935814991
41.787808898564755	1.8242687073822879	False	False	False	False	0.1118310260568578
41.787808898564755	2.2186375444894955	True	True	False	False	
41.787808898564755	2.6982606969571097	True	True	False	False	
41.787808898564755	3.2815683692122515	True	True	False	False	
41.787808898564755	3.9909749913929575	True	True	False	False	
41.787808898564755	4.853740525828978	True	True	False	False	
41.787808898564755	5.90301797001537	True	True	False	False	
41.787808898564755	7.179127307876238	True	True	False	False	
41.787808898564755	8.731104862714846	True	True	False	False	
41.787808898564755	10.618587587949342	True	True	False	False	
41.787808898564755	12.914104702195969	True	True	False	False	
41.787808898564755	15.705864728049711	True	True	False	False	
41.787808898564755	19.101145030506867	True	True	False	False	
41.787808898564755	23.23041410288293	True	True	False	False	
41.787808898564755	28.252345004947657	True	True	False	False	
41.787808898564755	34.35991260179622	True	True	False	False	
41.787808898564755	41.787808898564755	True	True	False	False	
41.787808898564755	50.82146141581522	True	True	False	False	
41.787808898564755	61.80800114953867	True	True	False	False	
41.787808898564755	75.16960157530129	True	True	False	False	
41.787808898564755	91.41970126681093	True	True	False	False	
41.787808898564755	111.18273350618666	True	True	False	False	
41.787808898564755	135.21812102437377	True	True	False	False	
41.787808898564755	164.44945790386396	True	True	False	False	
41.787808898564755	200.0	True	True	False	False	
50.82146141581522	1.5	False	False	False	False	0.0836783794272733
