nu	chi	eig_abs	sin_angle	res_gradient_normalised	res_max_normalised
0.01	0.1	0.000229298929375	0.0021478573877762312	1.3640637192360346e-10	6.350811403955958e-08
0.01	0.166666666667	0.000168368770204	0.0016148568600809576	3.764700680326465e-10	2.3312906384394523e-07
0.01	0.233333333333	0.000177420971824	0.0017513388509365726	6.585119851845917e-10	3.760048975287883e-07
0.01	0.3	0.000208994729036	0.002134272469027978	5.110946016134255e-10	2.394701176341891e-07
0.01	0.366666666667	0.000191796783235	0.002036188426642898	2.798707592637575e-10	1.374483407988985e-07
0.01	0.433333333333	9.89878156411e-05	0.001097126704221023	3.70176140013218e-10	3.374049812931818e-07
0.01	0.5	0.000206178337117	0.0023962691413724757	4.935746035352015e-10	2.05976237538937e-07
0.01	0.566666666667	0.000118727845923	0.001449632859468635	6.120586082408978e-10	4.2221629031315477e-07
0.01	0.633333333333	6.90474098769e-05	0.0008868949753137798	5.51102899612064e-10	6.213846227024638e-07
0.01	0.7	0.000155502041253	0.0021023770792828736	5.9188594084176e-11	2.8153176231363056e-08
0.01	0.766666666667	0.000123900393553	0.0017601091585053752	7.200136994467788e-11	4.090733046377371e-08
0.01	0.833333333333	0.000132775354565	0.0019782195186535518	6.555148151037691e-10	3.3136606373691855e-07
0.01	0.9	7.31783779806e-06	0.00011402137624220253	7.275284954850915e-10	6.380632469649254e-06
0.0137259659274	0.1	0.00023598051272	0.0022102100538725594	5.53139295274119e-10	2.502654242628708e-07
0.0137259659274	0.166666666667	0.00021301403289	0.0020427625475833715	4.199762460872378e-10	2.0559229783416485e-07
0.0137259659274	0.233333333333	0.000220027110561	0.00217139916535178	4.791504406331666e-10	2.2066432673797768e-07
0.0137259659274	0.3	5.55741936914e-08	5.666341950119169e-07	3.5455502391787894e-10	0.0006253299098006273
0.0137259659274	0.366666666667	0.00019303637228	0.0020481913432639	4.818094308832111e-10	2.3523653318220878e-07
0.0137259659274	0.433333333333	0.000139811761801	0.0015487395281126668	4.268138358124629e-10	2.755878752139742e-07
0.0137259659274	0.5	0.00012631118188	0.00146637263840967	9.69895478275925e-10	6.614249699365701e-07
0.0137259659274	0.566666666667	9.72185176925e-05	0.0011858333208427196	8.498521760092138e-10	7.166703380719774e-07
0.0137259659274	0.633333333333	8.7493418734e-09	1.1218583078646337e-07	5.543057533737125e-11	0.0004938520350256508
0.0137259659274	0.7	0.00010487160217	0.0014162213835038195	3.295922265950519e-10	2.3272643227204882e-07
0.0137259659274	0.766666666667	5.0552944201e-05	0.0007173022479363565	3.874911469191537e-10	5.402059434623627e-07
0.0137259659274	0.833333333333	6.42806526868e-05	0.00095674687891818	2.736465893360559e-10	2.8601774969517085e-07
0.0137259659274	0.9	4.50816028574e-05	0.0007021220666665338	1.5483026835210661e-10	2.2051759331136616e-07
0.018840214064	0.1	0.000234748532811	0.002198335581884186	2.4038705469145537e-10	1.093495599062277e-07
0.018840214064	0.166666666667	0.000239691470091	0.0022980334085671446	4.357727316003327e-11	1.8962854498796996e-08
0.018840214064	0.233333333333	0.000203086155603	0.0020032886342138444	3.736388904861547e-10	1.8651272433558998e-07
0.018840214064	0.3	0.000193540625219	0.0019743346674830704	6.350460164363267e-10	3.2165054011993026e-07
0.018840214064	0.366666666667	0.000133417961874	0.0014142643151289801	3.908601117629325e-10	2.7636984088461525e-07
0.018840214064	0.433333333333	5.07985723725e-05	0.0005619995697358941	1.3184390099242238e-10	2.3459781316930577e-07
0.018840214064	0.5	0.000174476974052	0.0020236783920094662	4.250376222816664e-11	2.1003219436091094e-08
0.018840214064	0.566666666667	0.000136535580801	0.0016636465109299222	1.661746131206053e-10	9.988577022153542e-08
0.018840214064	0.633333333333	2.81021867061e-05	0.00036009564880585854	2.681819928093976e-10	7.447515513441529e-07
0.018840214064	0.7	0.000113191721192	0.0015266926176230864	2.117482689422752e-10	1.3869736260532943e-07
0.018840214064	0.766666666667	0.000103401278347	0.0014657752848671384	2.0425350820353226e-10	1.393484266311949e-07
0.018840214064	0.833333333333	8.1781850998e-05	0.0012160846775080374	4.0946533947893733e-10	3.3670791767395745e-07
0.018840214064	0.9	0.000142586570808	0.0022197736784199907	4.692825988947727e-10	2.1141011061488153e-07
0.0258600136306	0.1	0.000169765254292	0.0015893762773474685	4.1329758364019914e-10	2.6003759432596856e-07
0.0258600136306	0.166666666667	0.000186346160977	0.0017857792230520694	2.376547903537603e-10	1.3308184308897116e-07
0.0258600136306	0.233333333333	0.000147459829757	0.0014535765502086803	3.5678095118879076e-10	2.4545040379027173e-07
0.0258600136306	0.3	0.000187031943348	0.0019063604652012778	2.2855860719928995e-10	1.1989263519093412e-07
0.0258600136306	0.366666666667	0.000126103393466	0.00133529046588279	7.02044117498821e-11	5.2576134963615144e-08
0.0258600136306	0.433333333333	0.000156957963538	0.0017348761879616397	5.0589013351105524e-11	2.916001366676439e-08
0.0258600136306	0.5	0.00014867587668	0.001721648680876411	7.748119708798158e-10	4.5004069615724103e-07
0.0258600136306	0.566666666667	0.000109792608873	0.0013354066362247852	2.660690544787992e-10	1.9924193444093343e-07
0.0258600136306	0.633333333333	0.000160251967463	0.002051048123170257	1.1623557742834327e-10	5.667130357792822e-08
0.0258600136306	0.7	7.26025603229e-05	0.0009773659816446584	9.594644039165257e-10	9.816838542937533e-07
0.0258600136306	0.766666666667	0.000104545376421	0.0014796119103645978	1.2923913897000342e-09	8.73465705288905e-07
0.0258600136306	0.833333333333	5.34308952904e-05	0.0007933154294357856	5.048868836846433e-10	6.364259960512633e-07
0.0258600136306	0.9	7.82927322461e-05	0.0012172619504158136	2.761151980469268e-11	2.2683301482692904e-08
0.0354953665976	0.1	0.000201303542871	0.001884164034360981	5.926906924940498e-11	3.14564274492726e-08
0.0354953665976	0.166666666667	5.61069641442e-09	5.352746235716238e-08	2.0014428810783136e-10	0.003725166643458714
0.0354953665976	0.233333333333	5.85966525251e-05	0.0005770589287000239	8.711215336516102e-11	1.5095882912869092e-07
0.0354953665976	0.3	0.000132849977904	0.0013524315161812534	1.249504907293243e-10	9.238951417084426e-08
0.0354953665976	0.366666666667	0.000173595021216	0.0018358096993220435	3.723278565238502e-10	2.0281393063130302e-07
0.0354953665976	0.433333333333	0.000137880044731	0.0015212313664426402	1.668960847157129e-10	1.0971116563000603e-07
0.0354953665976	0.5	3.11371100921e-05	0.0003596590044180929	3.0944843424754834e-10	8.603932174613096e-07
0.0354953665976	0.566666666667	0.0001667074605	0.0020235665554440767	3.6588622007986623e-10	1.8081251290633467e-07
0.0354953665976	0.633333333333	0.000117540615444	0.0015005295886774542	7.876431699906645e-10	5.249098468249641e-07
0.0354953665976	0.7	0.000114307961002	0.00153545462292081	2.8080895710759683e-10	1.8288323312230466e-07
0.0354953665976	0.766666666667	0.000133584083051	0.0018866800179683342	7.167346705336632e-10	3.798918690111548e-07
0.0354953665976	0.833333333333	0.000140439456213	0.0020819709126609644	3.405236866365389e-10	1.6355830375451284e-07
0.0354953665976	0.9	4.53975202226e-05	0.0007046987329524146	5.064758261004367e-10	7.187125539143505e-07
0.0487208192498	0.1	0.000172240409318	0.0016114866955739004	2.174025076204198e-10	1.3490801933903298e-07
0.0487208192498	0.166666666667	0.000171483969956	0.0016413252443231742	2.471246569528802e-10	1.5056409922872165e-07
0.0487208192498	0.233333333333	0.000164397815406	0.001617581178911371	5.020281848352103e-11	3.103573259873497e-08
0.0487208192498	0.3	0.000201591103321	0.0020495257487190394	5.3434274887559726e-11	2.6071531387666796e-08
0.0487208192498	0.366666666667	0.000129713442887	0.0013689293615825858	3.5077382585701893e-10	2.562394713847019e-07
0.0487208192498	0.433333333333	0.000151423073029	0.0016667812195433746	3.571800243487832e-10	2.142932399402546e-07
0.0487208192498	0.5	0.000100512101766	0.0011581144050321981	6.024771248046457e-10	5.202221894182609e-07
0.0487208192498	0.566666666667	0.000135368155192	0.0016379151405097744	3.4544807625088443e-10	2.1090718786772394e-07
0.0487208192498	0.633333333333	0.000149862081553	0.0019072748597186088	2.335582829630147e-10	1.224565414748207e-07
0.0487208192498	0.7	0.000129520107486	0.0017343526005778528	7.690009807093594e-10	4.4339367926288065e-07
0.0487208192498	0.766666666667	0.000128338751226	0.0018071470040084254	3.826818228860202e-10	2.117601617358359e-07
0.0487208192498	0.833333333333	4.7655803998e-05	0.0007043835973443488	5.546649177778548e-10	7.874466172977694e-07
0.0487208192498	0.9	1.18065406729e-05	0.00018287947461951954	1.0731252772645295e-09	5.867937227494583e-06
0.0668740304976	0.1	0.00015086019119	0.0014107060047891307	6.911679884631744e-11	4.8994474122656665e-08
0.0668740304976	0.166666666667	0.000230912894373	0.0022082394897504636	8.279756214580197e-10	3.749482903919914e-07
0.0668740304976	0.233333333333	0.000161105717137	0.001582906377896173	2.55436183024225e-10	1.6137163043320537e-07
0.0668740304976	0.3	0.000119393056531	0.00121118184453167	1.1779439166380176e-10	9.725574421019294e-08
0.0668740304976	0.366666666667	0.000161464920406	0.0016997833551750004	2.183195212790711e-10	1.2843961591599073e-07
0.0668740304976	0.433333333333	0.00015913303004	0.001746146676709176	8.367503267796002e-10	4.791981899003795e-07
0.0668740304976	0.5	0.000153363700615	0.001760913800051098	3.4252409384005953e-10	1.9451496934723336e-07
0.0668740304976	0.566666666667	0.000146414729625	0.0017643878075172036	3.3243041439898323e-10	1.8841119451327986e-07
0.0668740304976	0.633333333333	0.000131239130955	0.0016628980596918527	1.6164257197999733e-10	9.720534042234127e-08
0.0668740304976	0.7	0.000125907884203	0.0016786814840197943	1.3534573458452246e-10	8.062620870041899e-08
0.0668740304976	0.766666666667	0.000104105004039	0.0014598255392644257	1.1514896121024005e-10	7.887857078146173e-08
0.0668740304976	0.833333333333	0.000127635718724	0.0018805517163186572	6.026388905581637e-10	3.204585576289715e-07
0.0668740304976	0.9	3.12566886164e-05	0.0004828563777516247	8.104280306984001e-10	1.678401089468438e-06
0.0917910664037	0.1	0.00011106695214	0.0010378520057627541	2.2650952934100723e-10	2.1824839002410306e-07
0.0917910664037	0.166666666667	0.000189855425029	0.0018132310809562894	1.1824692869168407e-11	6.521338022630465e-09
0.0917910664037	0.233333333333	0.000114478041779	0.0011225319856002596	1.9384663078435234e-10	1.7268695526809007e-07
0.0917910664037	0.3	0.000214010761906	0.002165784015690612	2.417064857656483e-10	1.1160230383756636e-07
0.0917910664037	0.366666666667	0.000193898594173	0.00203441702691137	2.222276107732177e-10	1.0923403783922415e-07
0.0917910664037	0.433333333333	0.00010005489446	0.0010930406055656228	4.132237565592356e-10	3.7804977642656014e-07
0.0917910664037	0.5	0.000205084926747	0.0023436731481787845	6.897844750816491e-11	2.9431769341115895e-08
0.0917910664037	0.566666666667	0.000107781119862	0.0012915093877821952	5.712882561195778e-10	4.4234154356446844e-07
0.0917910664037	0.633333333333	0.000160650427795	0.0020240662893673835	5.97587553988181e-10	2.9524101097627673e-07
0.0917910664037	0.7	0.000154825796649	0.002052568863271184	2.459426378505257e-10	1.1982186919593346e-07
0.0917910664037	0.766666666667	2.8171269539e-05	0.000392744210139564	8.145379731564942e-10	2.0739612776133056e-06
0.0917910664037	0.833333333333	9.54237502684e-05	0.0013990609886364712	5.615629193520992e-10	4.0138542816223255e-07
0.0917910664037	0.9	0.000133562689857	0.002056424777347919	2.521640384341997e-10	1.2262252929981346e-07
0.125992104989	0.1	0.000210330768222	0.0019637901788756486	2.665179665962061e-10	1.3571611135605062e-07
0.125992104989	0.166666666667	0.000169193445417	0.0016131811095539451	2.5203727803896314e-10	1.5623617036484756e-07
0.125992104989	0.233333333333	0.000211627426869	0.002070295975859601	3.245056602955699e-11	1.5674360771571948e-08
0.125992104989	0.3	0.000157375870337	0.0015868812668211273	1.050506329213679e-10	6.619942847507896e-08
0.125992104989	0.366666666667	0.000119585774356	0.0012487847850930112	4.2904222345940897e-10	3.435676676845621e-07
0.125992104989	0.433333333333	0.000111350340556	0.0012097546665488848	4.114512082815075e-11	3.401112685610475e-08
0.125992104989	0.5	0.000172866671947	0.001962455657765272	9.411498803766706e-10	4.795774239781603e-07
0.125992104989	0.566666666667	0.000124086496472	0.0014762720701846266	4.868800413860676e-11	3.2980372328502565e-08
0.125992104989	0.633333333333	8.32709098583e-05	0.0010407505395995105	2.7196116308855004e-10	2.613125362329411e-07
0.125992104989	0.7	0.000102424631279	0.00134709492697318	9.573828107871909e-11	7.107017653885699e-08
0.125992104989	0.766666666667	0.000115627355124	0.0016009081525532958	6.97690461426275e-11	4.3580915613899286e-08
0.125992104989	0.833333333333	0.000143573317202	0.0020919837341385424	2.7958852795847583e-10	1.3364756302639589e-07
0.125992104989	0.9	9.56103543264e-05	0.0014643650947397113	6.353635196066881e-11	4.338832537880615e-08
0.17293633402	0.1	5.3077498785e-09	4.936207425933931e-08	1.269252931548515e-10	0.0025647172968251016
0.17293633402	0.166666666667	0.00022409081749	0.0021321485263363256	1.7030318477469378e-10	7.987397175586742e-08
0.17293633402	0.233333333333	0.000215653715591	0.0021027974091378746	5.195074360006738e-10	2.470553299124453e-07
0.17293633402	0.3	7.32991026531e-06	7.355054645617917e-05	4.5561572305086995e-11	6.194589473065108e-07
0.17293633402	0.366666666667	0.000212521467825	0.002206928171520652	2.429192219164317e-10	1.1007118324591668e-07
0.17293633402	0.433333333333	0.000178751399045	0.001928567614689119	2.0474515346029626e-10	1.0616435232252105e-07
0.17293633402	0.5	0.000191707679378	0.002158252222900188	2.570680974043728e-10	1.1910938613974094e-07
