alpha	R	throughput	eps	accuracy	j	j_crit	j_over_jcrit	on_front
0.16	0.06535714285714285	0.3686428571428571	0.6187833918061408	-0.6187833918061408	0.0798385271277873	0.09020609746883278	0.8850679651159103	False
0.16	0.08547619047619047	0.34852380952380946	0.6187833918061408	-0.6187833918061408	0.07548126074381906	0.12689615129660622	0.5948270296030465	False
0.16	0.10559523809523809	0.32840476190476187	0.6187833918061408	-0.6187833918061408	0.07112399435985083	0.16491548047478125	0.4312754276013952	False
0.16	0.1257142857142857	0.3082857142857143	0.6187833918061408	-0.6187833918061408	0.0667667279758826	0.20380262851831912	0.3276048422990833	False
0.16	0.14583333333333331	0.2881666666666666	0.6187833918061408	-0.6187833918061408	0.06240946159191434	0.24327266495805228	0.25654120080723275	False
0.16	0.16595238095238093	0.268047619047619	0.6187833918061408	-0.6187833918061408	0.05805219520794609	0.28313917646107756	0.20503059991038147	False
0.16	0.18607142857142855	0.2479285714285714	0.6187833918061408	-0.6187833918061408	0.053694928823977854	0.32327512167157857	0.16609669357275061	False
0.16	0.20619047619047617	0.22780952380952377	0.6187833918061408	-0.6187833918061408	0.049337662440009616	0.3635913152033327	0.13569538208694096	False
0.16	0.2263095238095238	0.20769047619047615	0.6187833918061408	-0.6187833918061408	0.04498039605604137	0.4040237759613656	0.11133106201240636	False
0.16	0.24642857142857139	0.18757142857142856	0.6187833918061408	-0.6187833918061408	0.040623129672073134	0.4445258882626736	0.09138529553551812	False
0.16	0.26654761904761903	0.1674523809523809	0.6187833918061408	-0.6187833918061408	0.03626586328810489	0.4850633369835424	0.07476521213421526	False
0.16	0.2866666666666666	0.14733333333333332	0.6187833918061408	-0.6187833918061408	0.03190859690413666	0.5256107202753384	0.06070766001009551	False
0.16	0.3067857142857143	0.12721428571428567	0.6187833918061408	-0.6187833918061408	0.02755133052016841	0.5661492176490285	0.048664432734848787	False
