name	p_kappa_a	p_rho_A	p_alpha_g	p_alpha_n	tr_max	fold_is_j_max	j_lo	j_crit	j_at_first_cross	cross
draw159	0.274157301888	1.38881721227	40.1107866023	5.44681540164	-0.2936449771047385	1.0	0.023602527486913	0.1128982729806121		0
draw161	8.78864795266	0.0302304334645	0.123554307727	1.0485588062	-0.949996972684856	1.0	0.0266898335961238	0.7959158568270426		0
draw162	2.98903299968	0.0742030840988	0.0248517814699	0.0161055549282	-0.4399448882542106	1.0	0.0017779432576895	0.5504779297881648		0
draw164	0.111329449332	0.0208791047184	0.962155360144	5.0907281527	-14.863946615109407	1.0	0.0170438435459797	0.7660837352145347		0
draw165	0.504591639298	5.0971492101	0.072474069108	0.115524804968	-0.3456222955155429	1.0	0.0016481365960402	0.1493962167246919		0
draw166	2.99807087531	0.0554344972187	45.6822795239	0.00136180364744	-3.249414665669131	1.0	0.0019724815063075	0.0051898940352674		0
draw168	0.42516342942	6.77635140078	0.941142821924	0.563754897196	-0.3611626884937408	1.0	0.0011603883602787	0.1149660075839141		0
draw170	0.0496483254832	0.0158995635176	0.166951639359	0.7456272822	-0.4027681176998153	1.0	0.0005228538649806	0.0470644697139404		0
draw173	0.130799253199	8.38437245094	0.0260297430532	0.0232382817335	-5.261653276278042	1.0	0.1267964617659831	2.3760883274724645		0
draw174	6.82121611453	0.61790306029	2.97658718402	0.183827785081	-13.490072964183964	1.0	0.0019729768064455	0.2318178769387248		0
draw175	9.16425672549	0.204547144378	8.11361714898	2.48737961552	-0.8370444210511889	1.0	0.0183074935923188	0.0264138713829378		0
draw178	0.043943089202	0.139610050322	7.01098009606	1.4671554829	-0.4536837083849003	1.0	0.0175826913137955	0.17235832731101		0
draw179	0.146301422047	0.0210227090298	0.339280140752	0.0732179486976	-0.3746785918334169	1.0	0.0238904831245269	0.2242143837130598		0
draw180	0.0815854870533	0.0183112591233	0.0108739152718	0.00609833901508	-0.0787349066428196	1.0	0.0009043146432041	0.2591021354645543		0
draw182	6.50850438601	0.0594576283136	0.16925732201	0.00111467907207	-0.0024116321666129	1.0	0.0079991326900369	0.0154325219922169		0
draw183	8.50990505872	0.0818134535548	0.036798973967	0.0115446916893	-5.268767441088078	1.0	0.0240287918950816	0.0961171562642068		0
draw187	0.0261932531319	0.0183275237468	10.9512863939	0.186764991529	-0.0984439933927862	1.0	0.0010862211972827	0.0179444104838303		0
draw188	0.124590042552	0.0991272031733	0.251285606893	0.0526101109525	-1.1646877076469326	1.0	0.1263502067491762	0.3247636950238873		0
draw190	5.20600948352	1.45230687706	0.147832967102	0.854423494515	-0.0654617923823731	1.0	0.0001140700810084	0.0173439894411874		0
draw191	9.86167287145	1.02016329775	0.0107276698748	0.0356988271253	-0.5176359836154463	1.0	0.0088811099152367	0.0327559989167116		0
draw194	4.49156054393	4.00082138709	6.59070889428	0.0236929526587	-0.4964161101874569	1.0	0.0759364961288866	0.2464078538923224		0
draw196	0.394878123573	4.79394936938	0.0501589552192	0.208270717548	-0.1739131279775719	1.0	5.524602433523133e-05	0.0925764948726942		0
draw197	0.0849789777986	0.0284792789516	5.53607863404	1.06648051511	-2.1724119454299946	1.0	0.0020561525481071	0.2001222433971497		0
draw198	0.0443201925824	1.09557610083	13.5865787572	0.00346239651433	-0.4548786930504084	1.0	0.0615997983320116	0.4011617381571222		0
draw199	0.547656995944	0.307494270411	0.0946042988881	0.00394353555344	-0.3077685791861185	1.0	0.0094512465950405	0.0863289946316938		0
draw202	0.0197458007377	1.65413229619	1.23722157726	0.141804173801	-0.3883161924278444	1.0	0.0201728469704994	0.746042548976489		0
draw203	0.116661977649	0.117953580103	2.83165318721	0.00261679793836	-0.0923304430383144	1.0	0.0409093282945138	0.1135289170801593		0
draw206	7.35206795157	0.585841870749	0.0123285112691	0.298684664972	-0.1714118163422176	1.0	0.0033365706710718	0.2669416607990381		0
draw208	0.588744994818	0.307106327325	0.381797710148	0.384093301907	-0.1189100670434322	1.0	0.0039825386678006	0.0844597172652818		0
draw210	0.0236523119513	0.105151474272	1.60891850146	0.340308712293	-0.3049781421207381	1.0	0.0165686346737648	0.0293505068361234		0
draw214	0.759033044807	5.54098297103	42.1694925808	0.106705439259	-0.710927436045252	1.0	0.1844258530437231	0.6301123957063687		0
draw215	0.123945320953	0.340577943693	0.0522403193175	3.83875239362	-0.1785599653571218	1.0	0.0150073265081035	0.3076068622020985		0
draw218	0.0305301908237	0.0698402587563	65.167828921	0.0282718804714	-2.691907168894341	1.0	0.0416300104199389	0.1780645087881728		0
draw219	1.10062426155	0.0156121617119	0.120274110266	2.56294376577	-0.2257104324035054	1.0	0.0009503441354343	0.0463496801949587		0
draw222	0.103415938747	8.43362082168	32.4306755181	0.00131060564284	-0.1289227553290797	0.0	0.0510842423470112	0.0510766779013161		0
draw225	0.70506135143	0.0524101053503	0.127268681176	2.55717584268	-0.2030309807618632	1.0	0.0007046833384069	0.0355415325583885		0
draw226	3.05078135918	0.217749880351	33.68939539	0.186185972369	-3.4689875669999752	1.0	0.0241946979017786	0.5743741750764841		0
draw227	0.120658219449	0.111951205031	0.0647844796532	0.0024230954844	-0.0761638453722146	1.0	0.0262085466261709	0.1574767588627068		0
draw228	0.0165970433955	0.0360222863582	1.1056290566	0.634722856571	-0.0480814867311486	1.0	1.772380375419664e-05	0.0194240942855368		0
draw229	0.0336828146586	0.0651398427543	0.0526425852722	3.65910135507	-1.3670849920477437	1.0	0.0016784115718007	0.146601495260224		0
draw234	7.5958870987	0.308292956598	79.1412595252	3.53078660398	-0.2392136499113006	1.0	0.0013825168664271	0.022024154483882		0
draw235	0.0302080855829	0.0106395809531	20.0363254191	0.679091765078	-0.4102240069690162	1.0	0.0019527256197522	0.0023787659391457		0
draw236	0.345562647594	0.010948261374	34.7995931301	0.13928877245	-4.857657386942528	1.0	0.0030771732118381	0.0043362580711162		0
draw237	0.874751065308	0.0845450475614	0.0568191467686	0.00814063776053	-0.0482124694493247	1.0	0.0093070352292374	0.1415701325829091		0
draw238	0.840160228071	0.173488261813	6.12277284535	9.6287970099	-1.6625203018959889	1.0	0.0002281200122412	0.0128561490206738		0
draw239	8.28317476055	0.439625635765	0.312339168311	0.0317204488616	-0.1664009218236802	1.0	0.0347935410337439	0.3303598432439969		0
draw244	1.16557945374	2.26593689686	0.0343796810317	0.104160445163	-0.1913063396028741	1.0	0.0888025163400916	0.1453705769671653		0
draw245	0.683605569888	3.52494617451	38.7619699406	0.00236468082863	-0.241878371482781	1.0	0.0151687570174917	0.1051139202481647		0
draw248	8.3473202031	0.0424389941187	96.230638803	0.357107559817	-0.2137938122456233	1.0	0.0001145046551858	0.0010711203385156		0
draw249	0.0916519384267	0.0197753825958	57.6152302422	0.00120927096596	-0.9747573714121646	1.0	0.0050793974015926	0.0094298068108517		0
draw250	0.40391492833	0.0747852536774	0.738064222016	4.41415974831	-0.1131482482600982	1.0	0.0054828064069117	0.0575885513418939		0
draw252	0.0188288840688	5.90177586067	0.0186821354864	8.52339098266	-4.111781347446195	1.0	0.0134174902616905	1.7475097290564163		0
draw256	0.192737115843	0.578731936963	0.154369468891	1.6358079301	-0.0719702575245043	1.0	0.0038375220582263	0.0449680769219352		0
draw257	2.3336743709	8.30285895567	0.013717279964	0.840717606926	-0.7609733691816458	1.0	0.0001177212226995	0.1917001065108114		0
draw261	0.085042478622	3.64592035398	3.96211323097	0.00210408348863	-0.5666834593806965	1.0	0.1790080787555142	0.3636858899961472		0
draw262	4.46465000199	5.53431322298	3.52035326232	0.732827804259	-0.1223743642332789	1.0	0.0198087519895193	0.0885247418094006		0
draw263	0.798275501449	0.533991080277	2.55930704921	0.594483366612	-0.4363260515829865	1.0	0.000146934158386	0.1495862273595293		0
draw264	4.64138147755	0.527549230205	0.0126034686308	0.0365336723553	-0.0218917319783486	1.0	0.0001597844853033	0.0143880021140633		0
draw268	0.0749522452731	1.4656320914	0.330040828378	8.43439511249	-1.6494456513421432	1.0	0.0458400514071004	0.2430910007000825		0
draw272	0.0339214273165	0.0290571125594	25.7803451324	0.0100241099501	-0.1551392685623969	1.0	0.0193666079085485	0.0583787219710698		0
draw273	0.0395862269556	5.41286745664	2.5795775753	0.256474310967	0.4037338194916132	1.0	0.0812737968337254	0.4687575071778409	0.1988480438927258	1
draw274	0.985061501695	2.11325611652	10.937705092	0.00633945089609	-0.2039050543951155	1.0	0.0189469854458683	0.0837304707296137		0
draw276	0.050402339346	0.115879527116	30.0034531625	1.14702632083	-0.2459048346418882	1.0	0.0054181432583897	0.087335969444123		0
draw278	0.599032612729	0.0235534164845	4.990171405	0.282139007324	-7.104534020682231	1.0	0.1946532378573349	1.154761464058684		0
draw280	0.0509432846007	1.33453331774	8.35155741513	0.10458766689	-0.1089500155130282	1.0	0.0148935090945	0.4203819505677516		0
draw281	7.11422281843	0.158018372997	96.5506722799	0.00133695760666	-0.2592300082177395	1.0	0.0207378041056836	0.0564883128179442		0
draw283	0.112476690919	0.0687786239539	27.1695591904	0.377697020529	-1.7145557955436126	1.0	0.0309525937311512	0.0413248025555416		0
draw284	0.0134017046912	0.0161141724642	0.394390054367	1.04526244177	-0.0174715392519088	1.0	0.0036699382176408	0.0422838726058853		0
draw285	2.1019994161	0.012465146289	0.222721325004	0.0908010879864	-0.867321028893703	1.0	0.0466313550197229	2.1093533730442133		0
draw286	1.12743061767	0.755048867448	0.0176671130323	0.0280185197219	-0.4844350758755397	1.0	0.0133591845980758	0.0915491573250172		0
draw287	0.37144541851	0.0671549655576	23.6755333408	0.0118443663465	-0.0703301697919755	1.0	0.0018885023008653	0.007175638160645		0
draw288	0.0611051120909	8.41171962049	23.7571620471	1.43215820655	-0.7440337310446385	1.0	0.0020182446549664	0.5270798656212975		0
draw292	7.91195472562	0.660569723263	0.117421585818	0.0186126103398	-0.3700242806203138	1.0	0.0348038653863543	0.591570079436421		0
draw294	0.0186661646077	3.03200461253	1.61928800984	0.31559404012	0.4021941106800941	1.0	0.0402870173788803	1.7691860070176193	1.7645855467004312	1
draw295	0.0594202057307	0.0245355377971	1.28586124628	0.490371718106	-0.5923565046901644	1.0	8.440195588945599e-05	0.0638686672677543		0
draw296	0.0212046354095	2.10799704045	0.0453579342184	0.485776732733	-0.4596479772478874	1.0	0.0031705092795157	0.2847755418324171		0
draw299	0.0215480311954	0.0750937068056	2.81969486869	1.19696162617	-0.3331477405019968	1.0	0.0145125455300277	0.3803410135953698		0
draw300	3.19180745418	1.38622570996	3.13126734348	0.0420768202872	-0.3856640930773128	1.0	0.0561532539928422	0.1631685214975498		0
draw302	0.0531162961548	7.43308236165	1.01766757396	7.94482476325	-0.659122384137727	1.0	0.0033828389300046	0.3261952154639527		0
draw305	0.0332531722568	6.90898679958	0.273496536165	2.06165846518	-2.126830144763604	1.0	0.0286208317482495	2.2605563819994487		0
draw306	6.25850829864	0.0734362093896	0.510555452836	0.623990606059	-0.3399305731372061	1.0	0.0010365090100857	0.0136764172668924		0
draw307	0.352791229899	1.86078330664	38.5155700956	7.1176254887	-6.408733996039482	1.0	0.0025289213886533	0.9400348281352966		0
draw308	0.138633292951	0.258985019178	0.0206618802176	0.426245445483	-1.5409206412478649	1.0	0.0016756680835749	1.2339410405093696		0
draw310	5.04540701169	3.08585716374	3.45801986839	1.34038977469	-2.19066779796215	1.0	0.0010983412625887	0.2897280327002735		0
draw313	0.560030354278	3.96012788018	0.014242994259	0.820248276628	-0.2580640025024852	1.0	0.0492712343012845	0.0852672830892447		0
draw314	5.11479238254	0.200873567079	0.869672016017	3.04584130899	-0.4668759456420502	1.0	0.0018378889447343	0.1121272699009901		0
draw317	0.0402590604333	0.442078815443	15.5088187867	0.00217309516749	-0.0527074500047159	1.0	0.031135309508706	0.1299861287613633		0
draw321	0.0285852110044	0.0455192672783	42.5050144111	0.059883251091	-0.541469546487777	1.0	0.0017438200869477	0.0203374303623058		0
draw322	0.054207692137	6.20247724962	0.0244933201632	0.042927502366	-5.379418845662757	1.0	0.0315252817114392	0.6584735503642286		0
draw324	1.28877221086	0.292629032968	0.0695590386551	6.96459404342	-12.033343618739536	1.0	0.1322543279945263	0.4939681027541825		0
draw325	4.60346735622	0.264835680458	1.72810161924	0.00587288654833	-0.4838003247538586	1.0	0.0688047083900284	0.3001298725111017		0
draw326	3.11437830059	0.214347054384	25.5054022514	0.0464038724066	-0.8150539400683714	1.0	0.0064491468234234	0.0242710238472761		0
draw327	0.72360976862	0.0199074192063	10.5027994069	0.0102891431436	-0.0553766311979938	1.0	0.0001545346160827	0.0027287747995837		0
draw330	0.0935524002612	0.999775254926	50.1777792442	0.336111801745	-1.2954693950102631	1.0	0.3369436197513221	0.3935610516887867		0
draw331	0.0215700641133	0.432052962726	1.04023486314	0.0771784861958	-3.1115221230823	1.0	0.2028184891731767	1.2233823887405233		0
draw333	0.0845545611475	0.0199897929525	2.44186117083	0.0739957826158	-2.033762024596055	1.0	0.0265854370968111	0.2749985066519255		0
draw334	9.84109973899	0.769351006004	33.0024648039	9.82627986024	-5.742505887965962	1.0	0.0008244135342408	0.130719783942639		0
draw335	1.99298454246	0.0627677256547	21.1488632907	0.0539783273617	-0.4313561776281696	1.0	0.0004980297565551	0.0005917169616822		0
draw337	4.35457103848	6.03626905619	0.0146386367146	0.00806598231214	-1.279845123305151	1.0	0.0717321331709202	0.2160917432419696		0
draw341	5.47691008518	0.0491901610369	62.4648165113	0.430650533769	-0.240537417117904	1.0	0.0460087418196957	0.1158895030096247		0
draw344	0.872185925681	7.11526859421	2.64303699316	0.11377073722	-0.4472206919377086	1.0	0.0079949465770172	1.3777857048991111		0
draw346	0.288287970491	1.4776325178	71.1418435764	0.262736321112	-1.7977281929659414	1.0	0.0186189576171007	0.3484520479345115		0
draw348	0.0146456040066	0.0188535739996	0.077794593824	0.404490248435	-0.3893557720530913	1.0	0.0122112070881447	0.0458506436400146		0
draw349	0.763748618545	1.24238699789	1.8121309845	0.017763281066	-0.1715018308702296	1.0	0.3495764378961133	2.51148290266121		0
draw352	0.365426216604	0.0763894403102	1.41133045353	0.0166789902612	-0.1510871143163513	1.0	0.0010887647658366	0.043172976049297		0
draw353	0.0395983513826	1.59511417294	0.249240900496	0.00442595019087	-4.792803664159451	1.0	1.1595435209074514	2.068043660447616		0
draw355	1.94826554101	0.16158617083	0.267289760454	0.132241975164	-0.127128326135637	1.0	0.0049858009170493	0.0721152943443676		0
draw356	1.76638182656	1.88825417525	0.178294556325	0.180490902625	-0.0828682739385889	1.0	0.006915652196506	0.1247018216362719		0
draw357	7.78104786905	0.286681636519	14.9570914793	0.0566726152943	-4.775773751846085	1.0	0.026621718019441	0.0435726600334752		0
draw358	4.74129645002	0.0593279970017	2.24022850774	1.38283865773	-1.6143447401642996	1.0	0.0072520531419663	0.372206938480539		0
draw360	0.0544190526231	0.496817367739	5.59537385756	0.00106418215079	-0.121658158731632	1.0	0.0066193394730156	0.0621806613446406		0
draw362	9.69056632155	0.156577259502	0.0635362833572	1.31494149857	-0.3506665993754977	1.0	0.0011014747923032	0.0601399905791076		0
draw363	0.286261108593	0.0715546051746	0.0373089777168	0.00739247910471	-0.0266196484590234	1.0	0.013225798550334	0.0734650852996464		0
draw364	0.311724895567	0.965799783509	0.15156279399	0.0169413026918	-0.040404781419059	1.0	0.0414903947836158	0.0798364824074288		0
draw365	0.596294147059	0.0739649839502	0.0108997399356	0.18111208151	-0.5731418597694968	1.0	0.0398179394943785	0.5030858905619271		0
draw370	0.0243237808019	6.19531674828	0.0116786922736	3.64294210871	-2.6157063025936966	1.0	0.0069864659009066	1.238940283808896		0
draw372	0.0534425144429	0.080746659013	58.5523285561	0.0390604438285	-0.5620596417877782	1.0	0.0282932232797573	0.0393856432020847		0
draw374	1.34490598464	0.466693179042	16.7100757191	1.25600605637	-0.2858026148202595	0.0	0.0357426438612364	0.0357421880883016		0
draw375	7.66565445528	0.494088776945	0.733146890147	0.0213382490348	-0.0570791225003026	1.0	0.0383664258090163	0.0865077061896277		0
draw376	0.0115856749769	1.21743834265	0.0112284324144	3.01433893945	-1.7086869396456374	1.0	0.0017761375354338	0.3903276719790194		0
draw379	0.510164916333	0.241507141832	0.0343444054954	0.137186676419	-0.4144847649545622	1.0	0.003966687329951	0.0337298479364329		0
draw380	0.0128631653836	0.0298110753216	0.0144896698312	0.0428004173328	-0.0924456958990558	1.0	0.0314659557238488	0.1375989229039688		0
draw383	9.1790036411	0.183368850094	8.61506720751	0.305318159784	-0.2528169354351975	1.0	0.0003481092145996	0.0561669239547768		0
draw384	0.546593277368	8.85094720581	60.8507772366	9.43663873581	-1.6340803250672291	1.0	0.0001116357136203	0.4446151003899783		0
