s_ref	s_u	s_a	phi	cf_frac	df_frac
0.05556868968378797	0.012485338720402117	0.0009846034914352245	0.005253672584522367	0.8594705208518912	0.7161605213193727
0.1246624055082313	0.7829579661200509	0.15370147278939478	0.014576062144208346	0.1211664375177038	0.01953064321076066
0.08243202876271766	0.9126887009412332	0.1009262872491203	0.04491917399973754	0.5236681415213255	0.09660972122222564
0.20818830736736813	0.03587180114032712	0.8130247159695868	0.09297006607057884	0.1493814460549072	0.38523920423468555
0.21741668042617393	0.026991329486342617	0.00012514169574430036	0.016037839891434022	0.07344054863451262	0.6344804450484443
0.036274755592692484	0.05408301659856397	8.576067649616984e-05	0.03668947389771609	0.1941497508287493	0.9921798463686877
0.052102418651008287	0.3848347803846176	0.8666922222239258	0.016159616773451124	0.06194567495815839	0.482414789899406
0.4438705190060147	0.4903454158745677	0.054084278800754816	0.1876786212999282	0.41536689846769415	0.575126688350771
0.07812802682439002	0.35681057653318426	0.06281548199635714	0.17463286759432062	0.5823588089153767	0.7674110491023952
0.005274426012321268	0.00915968051754386	6.591134902016197e-05	0.007465334315546054	0.3135563989349568	0.9616875332157708
0.068002899748631	0.005207726444563568	0.7940239354638324	0.2664773572735936	0.46711361265237866	0.7177353818699006
0.40379371960391225	0.09064817199188682	0.10152905699838632	0.059399200204654334	0.6086809415412135	0.01519205053170133
0.3737941579882973	0.1592227811537525	0.2655668067426291	0.07510883386573557	0.07804795504414529	0.37379212600042727
0.029797283007305202	0.0012115888318442328	0.5529565271267158	0.20219515629259313	0.028419649926402984	0.5271396556351341
0.032931594566020427	0.0020155754445267938	0.0021802648990336937	0.008352355070593748	0.9820359888907655	0.9711591650695077
0.010753398688693343	0.001150722097746359	0.008408017222822554	0.0027723677533244722	0.35704517891609344	0.4322539957508434
0.019674635559854256	0.09803614603476903	0.002436957034363651	0.0101190933436977	0.8383506476055392	0.09691043001259649
0.014200420857546315	0.006142274479350118	0.4803764657755903	0.120780897332415	0.0039829560270280935	0.3339481322888971
0.41127812513436174	0.7213006129651853	0.35910003896875214	0.17309576995844997	0.22847894676710453	0.507427589217597
0.2566458628409223	0.2087484336034071	0.003248615284306973	0.013109411379202707	0.15212864652333455	0.060924822075121
0.02085210131420182	0.4510459656938955	0.04265764810154388	0.0559691955610872	0.32412375226007856	0.39572214911686965
0.14966028265419498	0.1595874196153445	0.001477904272622026	0.06503583659375316	0.48341497314891496	0.02256604297630963
0.058506163792959774	0.9604346041389537	0.2884939444858062	0.0884731447224861	0.25493553499805344	0.30502288470061867
0.1467264055323067	0.15874878816933563	0.0007091034841839538	0.054746452512112076	0.09580091558766715	0.9545869714497044
0.9644168654206229	0.6502660962990956	0.6759699970738988	0.24527156309807127	0.09499427802724637	0.5394883177572459
0.19562083949064246	0.19986656866663371	0.5955846998378687	0.08792850883336743	0.20285228283694112	0.80246611155337
0.5362084538611275	0.7889701839359748	0.86274018460994	0.1690092059015715	0.09321345522048452	0.20259584177630893
0.9144072837469511	0.14695345237429588	0.4602933815814417	0.122635965239806	0.12683956438002714	0.2713563550340738
0.0718560577553591	0.12447473086051994	0.00206539809208074	0.11395646022716349	0.9388939013626713	0.9742889128315922
0.0005518970082107907	0.000225825063455686	0.3541131902471485	0.007851753377307062	0.016568173404335883	0.35695503631120135
0.005841751002165419	0.3039660097523163	0.0016847694235941318	0.1861636527211282	0.48514592101264226	0.7242049777992119
0.6437835722546089	0.20932520534881488	0.40409148128106054	0.10113232721535895	0.12441395884087023	0.4290838562009587
0.31363444184339156	0.07962520457364104	0.6695015858655715	0.23289762599120117	0.3561763797627846	0.6197583039658566
0.016508292701170515	0.0005899448780719676	0.8029809169710684	0.036857971012868085	0.06712164424725776	0.7785999255795283
0.033718927155270396	0.060408985685554896	0.2669612822913126	0.02411487058448402	0.7838145904054901	0.051697891357850655
0.09932478178657665	0.3417201749089818	0.6150845225663082	0.09159868508783771	0.3310925390050977	0.1648794625563423
0.6965802869147644	0.6674831394444927	0.011288147685089121	0.36607386927605595	0.5645064069833609	0.416743282374675
0.002073726474616389	0.006739923586247447	0.43784675878784723	0.004539568832822922	0.020429698618875503	0.4987324452865961
0.126896915869506	0.15249097745103282	0.026431343463574383	0.02545415780134282	0.09396641182630147	0.3268217033715572
0.0025021147658164924	0.35757095359149127	3.215863022503479e-05	0.04821368441863302	0.8213124301895112	0.9975735486865985
0.016370242134485798	0.032462277918402324	0.004080745154711945	0.02380083226599949	0.44293079901832233	0.8119747739676194
0.2796612948107396	0.03821073577002432	0.004513082479110906	0.014480090369756605	0.2586191292325144	0.05798702515510244
0.28015803439734804	0.18691610895548547	0.5571832804987275	0.2548402645272652	0.0022447045480196407	0.48340029265514134
0.0021575237891001513	3.4555993100444386e-05	0.3439996757334016	0.000910058728446007	0.20602793016992668	0.4140928115454999
0.0003944037208288741	0.00043281078953720216	0.020471561541680623	0.000490208440195839	0.757716379701439	0.9937639786880827
2.8483134343800415e-05	0.0008228573248753031	1.2306562184348249e-14	3.4529398906282966e-05	0.8733993014228804	0.9999974570381873
0.22704834271645521	0.09952776419163438	0.1880455815849794	0.08260860552832101	0.7804504624382629	0.8024830331960692
0.06689930612334893	0.04130329935393501	0.6146125943482642	0.029922209656907988	0.03377188454167194	0.8737595338642915
0.0120105564141893	0.0011911502598100472	0.5514407122159826	0.026911072313798752	0.41658641615713804	0.32729372134062495
0.2767029869040562	0.6644867394822541	0.3198263880988761	0.36950334744173374	0.10398393763126314	0.9381668421930601
0.5419206699070732	0.04077259999556759	0.5371391670913664	0.19975253207063468	0.011922120295352773	0.5790589058429889
0.5342540962720501	0.15612128326219676	0.005552738589632454	0.14857999721681503	0.893578824473203	0.5491343616498984
0.19440819790123562	0.14327774249712563	0.058457144730013455	0.09850648060588368	0.6125626055536549	0.20580063255668676
0.00317227059680217	0.7518445812339002	0.8938519421053633	0.20309797010143593	0.06302982837615168	0.4661865339829096
0.5987174012465255	0.09093708851381481	0.48789231527961185	0.005678657874012357	0.16077734876608743	0.017004283226929612
0.05956754905680625	0.46024948864852366	0.08596441538167243	0.11192205668800173	0.10022046998190234	0.48454924733992133
0.6906771460200885	0.7524470425060308	0.0038858675296844455	0.2905424326435366	0.12750769661381922	0.9477731413204095
0.8750353244883473	0.20148724036138585	0.011308524360053394	0.0464084004937338	0.1673500607058575	0.155091903702542
0.42494666415273363	0.35216160488543446	0.000307489819079622	0.12419650908674117	0.4487525464311801	0.35165382665436884
0.6456449293666182	0.3940353820605019	0.7519402766603388	0.32329863898457617	0.3320821869819128	0.6199364825226643
0.0017177861188331215	0.012568012854562416	9.528861867962007e-05	0.006742990951031453	0.7237448479444412	0.9721151999431186
0.1747824985674861	0.7863379667091925	0.9256362708934658	0.07766986760655978	0.016736609636072347	0.09116864009165923
0.292771919406533	0.0018382257347211678	0.0005005810712897328	0.043322746820655976	0.7020430102447952	0.9899609309810556
0.019476605012467108	0.45676624623831497	9.455697021903888e-06	0.0046036441688922635	0.1615846782364634	0.18785625942367176
0.5276228985525201	0.08270742330226018	0.004923909073952087	0.2847106225160439	0.8397354441746279	0.8964398544954745
0.9415730451489139	0.2421489093600971	9.039383888175185e-07	0.4527514322845813	0.7918655979444877	0.5537752548358781
0.1481853151170143	0.023054204822461517	0.002394219706122962	0.08945045661729448	0.8445761302227246	0.9484722444522814
0.6195007938439044	0.1341279192685724	0.4329677286955298	0.06621797275531889	0.04955054375248979	0.5170254209746015
0.582263039973892	0.9527630747620897	0.6354980004580252	0.27232523884306126	0.4559212574415015	0.37611474478385104
0.13043829759360007	0.8516816782507383	0.025564409583223174	0.027206116508357844	0.16116274846639228	0.9458620731292846
0.5151950358303562	0.12943353846383182	0.00042098286834480353	0.20646243065901096	0.4761502930538997	0.6480141786866535
0.002857853279038746	0.543125576660368	0.0032369985209015784	0.08970238314414525	0.28679538262307364	0.9631823772649206
0.012670099551840756	0.19876567664901013	0.013073351169558354	0.16602428650848192	0.16788417011185885	0.9279261365408162
0.1376516557917466	0.6714333923979727	0.005905192682325797	0.37497101588514253	0.3738490927341825	0.8101509480263768
0.40026917684709934	0.47006710059758955	0.06310679185680414	0.3520670455913136	0.8672175016324085	0.7568567974973105
0.27465627096524003	0.27159720849670677	0.20613343708822204	0.03668225666463907	0.036171078981484424	0.18543503229210692
7.978768581674807e-06	3.644636803071901e-05	0.37702388766734846	0.001515225847508655	0.08185677631352715	0.3915388132853335
0.024139178136410894	0.8483155691482966	0.8241521508218411	0.06329113223993832	0.09242292696740875	0.14386531852137105
0.14597456750279253	0.025190682932935242	0.8472954782288733	0.010797703646388724	0.09454794222232506	0.38490542322315013
0.7812330764141733	0.7301492860623806	0.011034974777795636	0.19679017820136366	0.3907841186944016	0.695390482638251
0.07959565004924256	0.1576036697023688	0.002359341541448471	0.09857200136320678	0.2398091599257597	0.9428625905114243
0.00012530294970815046	0.00021003719754386014	0.42208233366676934	0.030338240972051032	0.006424315934250803	0.41045132963786773
0.79265113321882	0.0814635818476583	0.1969683953847355	0.07139935182978539	0.15308735405658533	0.6641057974031614
0.9724914970869873	0.10254437423728663	0.0315673046490497	0.1142952225503129	0.21345981080779158	0.7330603967584614
0.30367201128167426	0.669612342179183	0.4554934071687257	0.36529624663269045	0.01254848799038939	0.8199941577659825
0.4655803149584715	0.05974099799670177	0.11091561119461753	0.023689276640216302	0.2788952825521162	0.20985256122335483
0.13222688451197007	0.35736017845542023	8.292041406736177e-06	0.04262321183773479	0.2490905177986749	0.21911920233480447
0.45952241301761615	0.9846800160619565	0.0008763519031298906	0.10496254537603841	0.203255727065404	0.45113512193395183
0.013989513276764978	0.04810522696127288	0.5225043101055177	0.027163918829578765	0.6023276768932208	0.9088392737074044
0.6425756657314413	0.5551169970547699	7.968292909012195e-05	0.2595152755078585	0.7761820764630045	0.40747712672084035
0.09098357387447238	0.2791748776047778	0.01622929251180373	0.01321037051535076	0.19730761085883863	0.20012299576181483
0.02174734381809865	0.5355270318041272	6.854226716092027e-05	0.02941581835452624	0.08062471511485571	0.5353999923411765
0.016199361449501966	0.01009542100198118	0.27417941740736285	0.06954143113410703	0.17144736584164835	0.27815505203167823
0.05628569438047921	0.12557215977050581	0.11545832652488418	0.02104319675646056	0.286129175982029	0.18218535884005121
0.3289735840576947	0.48240213471050064	0.28405968647675006	0.22271582199734608	0.7329113300227142	0.3763411150098416
0.6377407538148706	0.9098567215566403	0.0493622361018974	0.3656556109752037	0.7511415389245653	0.40359058666612163
0.8888938992012957	0.16606091920306673	0.022287309473646363	0.0943528350766867	0.15733961077356576	0.09345432320029853
0.7120837745316102	0.9184948152795592	0.6727841672874155	0.39652997471261137	0.12315430502304948	0.6519087090585138
0.4407975486418975	0.5188679704979833	2.922599486924147e-05	0.17839811762220723	0.4140629919486472	0.649612059661677
0.079342597106594	0.5434570449499141	0.00011854491290806595	0.16157636266019398	0.7568852904204456	0.48656032840765934
0.7984264583169103	0.03778317586235135	0.6899609392895464	0.14298614239342497	0.007466144933669992	0.5189206835686077
0.006600938737176682	0.02496040493000758	0.9930097068461936	0.05328905941807797	0.05506686483913606	0.4208192011228563
0.0038907307750456637	0.3798214645462472	0.6795746886178501	0.297910339555531	0.39736197726969663	0.7092940534390527
0.6130223806383231	0.3913983559972253	0.01990889796611246	0.15598292621855026	0.39225470579297966	0.4669080629932474
0.01791601475844204	0.07597822366526688	0.015051436777563766	0.061471310205706606	0.48666100661123657	0.9339868825628326
0.012729195755150965	0.35256518766276185	0.2725253009788472	0.06644357129577845	0.6962860774465878	0.9137368414759418
0.2230591015252461	0.46939112715716447	0.14215102538303326	0.1725072995933551	0.8589284125187732	0.4330780008507356
0.9403036857360094	0.13421662558065156	0.011975748759639283	0.013471880642297105	0.1833060202183424	0.6692377776861332
0.046455407181536595	0.0927404078150041	0.20971737917545266	0.036998740044274364	0.7307254675327773	0.9261150783521787
0.8211222604484821	0.8991844050740941	0.0004563671869379047	0.5478326873425999	0.8250433166515119	0.03457430222984402
0.88651525930251	0.6553143138292632	0.006590996764192899	0.3097259247505544	0.16656282602092828	0.7539447904064875
0.00876720922641824	0.011425051783741418	0.9109912191960403	0.05539744144367905	0.16390061101542622	0.6396919003161796
0.3198280939036243	0.2229952773074992	0.12524280402972618	0.1636487037988724	0.5077252798088892	0.9686431948029501
0.0005831540116951647	3.2739397927599705e-05	0.2761414776333387	0.0196994492239424	0.012738055056005063	0.2768610707972374
0.0004328721721327641	0.0020201536397797754	0.7962540111922068	0.0031680917999853723	0.08973900428244047	0.8636638819395853
0.0002568715781337156	0.0009378092253507173	4.1662431107053954e-05	0.000866824403532449	0.966035702631078	0.9990864375031492
0.3075997995428858	0.8822927180519826	0.008403968914247661	0.17416570585651167	0.3207959514425837	0.9222593270345822
0.00566251119790398	0.0679723295654572	0.004060043240877484	0.020849864983238455	0.13139766482629153	0.7556154910605847
0.819592137663942	0.5074317402186447	0.000311515865107396	0.2517410091561407	0.2027615670089037	0.9645282472974072
0.0014188300476358751	6.56664343963357e-06	6.397948905422432e-14	0.00010328014340449817	0.2091484122607045	0.9999877954354253
0.08830631122726344	0.013281876568067728	0.11304846504481678	0.05068936792797237	0.7140871509860565	0.4161928689753348
0.021056731533864927	0.0012015587574305056	9.512390487369381e-05	0.0034780928408623285	0.708968317715148	0.9812939416775381
0.006401408577368155	0.004561351037141683	0.8042285507245274	0.014071756873435069	0.1119011555401777	0.9348536025282096
0.7866297878764485	0.051577582418745924	0.043262173063369755	0.08439673984210488	0.12164639281882772	0.6386021597615291
0.26581260575940774	0.7077559196358445	0.8626872208952676	0.31999173887991167	0.10913866760476572	0.38320725136339867
0.5965734182824489	0.09374275506371303	0.10186176827076933	0.03887952543379779	0.07816732477101461	0.19076411193265924
0.011134199775871118	0.2477534726237512	0.005792948160940616	0.024834573159622234	0.1228333642090952	0.5752414607967626
0.14109425987541951	0.006153964882594423	0.9790297403806403	0.1250043722968472	0.010369083186431441	0.37276319277978426
0.6544092102128052	0.014282314436069778	0.008293253677558182	0.011650133390672597	0.13703720877146397	0.6528314073661884
0.5490055235820283	0.008982384242124657	0.10179824196483786	0.1322776236450542	0.7731939988362964	0.15179286999109826
0.06594654447171047	0.09963341925184346	0.017034155352039806	0.017654954766429518	0.06369439749558255	0.5529285530887976
0.5728863562505702	0.6316333848310783	0.0052168177716827345	0.20011066634616276	0.539542523894786	0.5247310508583378
0.09164928972728875	0.11827964913662571	0.007074325464521442	0.05759313618101083	0.5380062694604214	0.8365699267938068
0.1324426831505599	0.9292275596707654	0.5938402063293656	0.0437138952832836	0.05865263691103695	0.07348340801526283
0.02952447988310653	0.008360805678521543	0.247472934275404	0.02316754962916007	0.5950891533097817	0.34746973805234194
0.2999647528398547	0.007815338414530915	0.7293103105334079	0.04432650344289226	0.24380601615024375	0.8931554257892362
0.4470108079278693	0.9743467508258509	0.015873039534629017	0.582901254009868	0.2517122484228022	0.9326045034552343
0.38344336306184945	0.7628568821976832	0.4767774417903253	0.06705252770532515	0.7062093900172786	0.0758288563139596
0.018975542629398382	0.40281582294714036	0.7873116241433921	0.23871243386821933	0.0538939682719155	0.7349694382169276
0.23671797050688975	0.011324920372621767	8.246261795113715e-06	0.033362456727704735	0.6359216928517368	0.7466645973417566
0.0028928928346115836	0.0017066985900389584	0.8160201679167678	0.08623532168057109	0.02238205848057798	0.8266623276685824
0.2518002291009051	0.04356681443005817	0.29619687914768067	0.04781145650342994	0.19429094627549662	0.680529454375105
0.04197922149636158	0.8748509846602058	0.0009114468856811544	0.6382443272687502	0.8418314934853577	0.8896783803338163
0.7622959622571727	0.04262143588505391	0.0007502747084753446	0.05069834982627446	0.5755223678630366	0.4224380573340688
0.00047556982384945406	0.007959263042829722	0.4653348333510765	0.010579717025375853	0.6068372222664965	0.5307118872765311
0.29170390996707085	0.052420713974855905	0.29969469783889924	0.10230723103719289	0.7492399072031128	0.3112751302749044
0.8034714045817921	0.33599720741902084	0.0004538064467280975	0.15831428602201822	0.06512126888476216	0.576102815332107
0.9433049315023914	0.9334841677991562	0.8097122135573518	0.5682538064958037	0.057200348818799526	0.7753867795438962
0.11893452537078235	0.025229242570152535	0.542783012578708	0.029524839604125	0.6017867704023944	0.9061093453010903
0.511862919423032	0.08983412493134577	0.6087309412651124	0.061797009343936796	0.09201959317708254	0.23271815977547966
0.8193969885350363	0.6098351056143178	0.24203866268691143	0.5812483471255542	0.7910091634550906	0.6551774140959196
0.927549177940994	0.07927561918286159	0.0003341988698098968	0.08942086756880047	0.22504875416503234	0.6093831273355681
0.18929262001706323	0.06585573980955127	0.6942069269526053	0.03487769683691501	0.06762095562998119	0.08635393953606449
0.9874093803842474	0.42986504973084	0.820923408786492	0.4950969983249839	0.5476012488053221	0.6064488272926476
0.01748784676901536	0.6279405790016647	0.009261395721433018	0.01622876129969285	0.06572610835204065	0.8986376090602393
0.0064489500767677356	0.49754583054894036	0.028305706820633145	0.2660043941978233	0.6027420941818527	0.8270204487200581
0.6936546419138683	0.3923896155266061	0.14867460200619873	0.22667736942127134	0.07696765534522726	0.6209879153201056
0.2911901523898863	0.2021884756243986	0.002228549658625105	0.08718745119223494	0.09414386370618019	0.8126820889133665
0.21823298006229483	0.7941004566591248	0.6848194751773207	0.03107167054291167	0.08981562598624221	0.048131166704180384
0.8097534729876932	0.05056046542782406	0.003096721301558329	0.061717885836545396	0.3072382716420348	0.7592252255394716
0.8148669186607139	0.07389450887183868	0.15357990909465527	0.1127084709307151	0.381319672325604	0.4652717480739859
0.01683606877733513	0.01021222199665633	0.051214904912007	0.011102798116704105	0.752051637737933	0.9662506526854439
0.25784193656601473	0.6985865251035549	0.007759520110411081	0.17236417374788673	0.11812421524650368	0.6554109487612548
0.7534080591576897	0.01232752485901333	0.20588492900843855	0.014908858569490865	0.1887764070637172	0.4272953889070004
0.5245458366124268	0.9218855499571227	0.002689156851457854	0.3843476815906121	0.957927677465113	0.3956915358477225
0.8862555517105355	0.05681254267280111	0.0005823662481398315	0.07051184416773593	0.4138554181943708	0.9353937873182256
0.016401043126360117	0.22891727207068874	6.565807935087395e-06	0.02225374779376404	0.08251035742745469	0.206162384083775
9.865021034911826e-05	0.000310470631797348	0.5008818419779444	0.005000491756608231	0.020151571124049132	0.5080446881093097
0.5039912470159861	0.07241750680857957	0.7050459425224607	0.22431100665215345	0.050236179185433605	0.8676931339630072
0.09757832146681569	0.5239985110276529	0.015946685880494516	0.24352371001617035	0.3272765125014484	0.5163427819651857
0.07355074287209251	0.35196479157982224	0.035310048090050256	0.10187241843179357	0.26062929032007753	0.345219749349822
0.21863997547505012	0.0006875769693334107	0.00485590179410247	0.13166810769337353	0.8576347895342775	0.9537503150526785
8.748287721928132e-05	3.9477324698695795e-05	0.2257550949122045	0.000667092023640113	0.19187837216892809	0.27703515418976643
0.7021596433626893	0.009821481787887814	1.854804033933313e-06	0.07900629015107608	0.4518724616142047	0.8586877427825009
0.23140426845461004	0.09453615122501377	9.32263001273384e-05	0.07691508077138241	0.47773866664958803	0.6435417983407568
0.045954764571160586	0.829295781784232	0.705662062920093	0.3699249357834748	0.06562045891373851	0.6150369190872826
0.4172273041171067	0.03379659500288868	0.0025785814900815174	0.21482822696846052	0.9262148239292171	0.9303631685146768
0.0780457510676206	0.13121592914819175	0.100619277152046	0.023870693290709594	0.1018372773614483	0.2630752124883855
0.6966460545237374	0.6163468303398935	0.0001553154431902119	0.3352851387994938	0.9579970528699834	0.5934195644798993
0.1169511678315211	0.7026185212250753	0.02213948556921548	0.059272984100615676	0.1979238018611504	0.938818299623433
0.43745524527518276	0.9549423387519407	0.0008246330450560561	0.5988304667858533	0.6069412095896349	0.9391863041119073
0.021111091987037596	0.29088409178565566	0.044663257810907415	0.010572177715525892	0.10307422691868183	0.7148642080621658
0.018553172763774304	0.5867110891713476	0.0006708034966198017	0.08154020029408358	0.30069889580951537	0.8946405032344359
0.8781486732118142	0.7454812539335028	0.0016000520837785165	0.0833350836953198	0.19195365206739914	0.9425880855819118
0.0006492816616548751	0.0009095623406599583	0.4271064218263126	0.06496133634935927	0.2220554508092401	0.43226280148415913
0.5601004027444767	0.8507627047026858	0.0038579856966944304	0.42054370595509877	0.7572214227412475	0.5276533641118514
0.10913502511054934	0.03084166235122657	0.03465626462966905	0.02171272780253624	0.04939484369664623	0.89417282554006
0.5552720714701704	0.04193375914527893	0.011875383094205685	0.029059345425397787	0.09418369439043155	0.28386230608972424
0.9097630228653922	0.38426900311301576	0.1894872992049932	0.1092613641241137	0.1069559914506649	0.5602126638423198
2.3938167432325332e-05	0.0017650716857585285	1.3346168484933124e-14	0.00018190964316199	0.6405238816892745	0.998671766117736
0.9116699169801993	0.08990468993108988	0.2299712766155528	0.08224650383956081	0.46680879144141046	0.7218786793967459
0.9755772112942169	0.1461442148632926	0.045401493311597874	0.0648724725380421	0.053309768765499616	0.6340955072625315
0.701433104757734	0.4726953775164637	0.9522170359443288	0.21616345535483408	0.5739713856033818	0.23619015578590719
0.01693204313628333	0.0021483199757505564	0.7786709765130625	0.05043480279684941	0.16144875579461038	0.8141007195200081
0.005389896217057732	0.027211607690584786	0.07174854639969698	0.03469673312320849	0.5750323299814841	0.8674160292001742
0.49783894654560906	0.6315788003955559	0.0005756441534300966	0.07832077863129812	0.10351979216358277	0.42963197950234505
0.09597216936973597	0.09746631251247741	0.9545237641666693	0.34435857819841637	0.03766219092707297	0.8869360612875066
0.10222041522213435	0.7484672063733311	0.0022900203662498523	0.03961702345637261	0.3031374427529757	0.2546005394218346
0.5951277053157821	0.4840555545681723	0.008785649070577202	0.1829566539969034	0.20304211675528375	0.9018085211342342
0.2783852597287444	0.07845671964803283	0.003019158499394437	0.07198755145469465	0.642016552491922	0.5960095363644781
0.1941949022079406	0.009157060469412632	0.2537047921899956	0.07988438353301675	0.4202256574429848	0.3177767496608057
0.19576431761100707	0.03420781279349026	0.47834625204272	0.031184199581788113	0.2539581107107222	0.17590377044334937
0.9634268279505455	0.3097719813375372	0.41965376632398566	0.22084444270899556	0.4138781707096915	0.5903100777894221
0.9764584637337197	0.9095890432399731	0.8960925467462433	0.12629535714983534	0.011316396365963101	0.15425529083737616
0.0051874536716787385	0.00350065459703487	0.18501529469045155	0.0074113829376010725	0.48680412065440914	0.5100931945924745
0.019531461066920566	0.5643508589365831	1.5524557921320674e-06	0.29233504695906565	0.5497484636811448	0.5621908202893271
0.20649410279721975	0.03585016302909753	0.7132855995377761	0.13868326691220184	0.03097603834065202	0.23536785184886594
0.8719160221827347	0.108408957767538	0.5025932465918078	0.0960890424106498	0.0058227433943401465	0.6431878408140544
0.044194160455241716	0.06175569459706102	0.0005704619440466665	0.013407353116607765	0.15677859882576864	0.6437707160349598
0.1710477019067091	0.03549023650775868	0.021212305275965845	0.016278717580446172	0.27355939907620713	0.3780380878359916
0.15087261474338287	0.6852892851487188	0.012231600642095915	0.06550800293098105	0.6180318747398201	0.08049894288602036
0.06321505114781596	0.12814149290998664	0.004793370225204744	0.020842765581388468	0.27821176909035245	0.9367315089429825
0.8561563627960264	0.7517062993347245	0.012878294478117303	0.46373810083778694	0.18024001378707333	0.7501049615944319
0.005207180377470195	0.636582928591751	0.011024866065771199	0.3500404501713706	0.3219291335728451	0.6432776723869206
0.4628618100778396	0.45991630318617116	0.002545444877185602	0.13428795303583613	0.12404741209455275	0.43494079129545976
0.20068981171493477	0.036922694416987374	0.009553024319695772	0.08698971090833384	0.46237292504801586	0.6047384626229144
0.04400727802190112	0.006957196800034535	8.19342381281075e-05	0.009423609288128527	0.44006156648962874	0.6722391528519713
0.8022030015489088	0.19920008001840678	0.00843135163179031	0.6203257903653494	0.7924171647189644	0.5052045982296537
0.18508394834259936	0.13541938805018974	0.012901580608558397	0.05033375707906691	0.10040661110243919	0.7058140175130231
0.16797868291783924	0.14168641861550846	0.0034104935070531192	0.022924764035641976	0.15793339929583775	0.17453492585061547
0.48229655081414696	0.5838364264920904	0.558222864368499	0.18655464253937198	0.3840953001150639	0.3493449424497808
0.22539019943122157	0.12487279465281652	0.330544179066292	0.09349612980318736	0.459080022209766	0.32306081692681315
0.08189930165200057	0.6164318255883451	0.0018495972650550334	0.27774773962952903	0.207472110468433	0.6087259239254342
0.014851044828877526	0.004764368803153281	0.8570623700871627	0.10087262960138024	0.13427576201886948	0.56386228001434
0.9485439624315263	0.04148700140458446	0.0013606554166596624	0.233532093465619	0.39022421461069257	0.6216700495169024
0.26582621678285506	0.05938314816756692	0.04537183317358788	0.042033333844518475	0.5608921220769231	0.543967248542669
0.002161856425772277	0.20937886268440165	0.7414072800386686	0.05926170359892959	0.019999284599630705	0.47806113474952827
0.14177180852079985	0.0018241627308870545	0.10356782464455495	0.04569739385667075	0.45173815727638056	0.9056812815526875
0.10077781189546642	0.533750528751177	0.5809960711643114	0.23044562639930136	0.09032917472121164	0.42643901762338104
0.04256404368458449	0.047629446948333154	0.07288670343241245	0.008525541238247948	0.07294610140150169	0.16012164671560047
0.31442778100391416	0.6600837002353241	2.9393373699814785e-07	0.12646974145333106	0.17466504684585926	0.45140544865716803
0.031060432186779542	0.5599927767957109	0.000256975061969264	0.04786983652974253	0.88878780909513	0.9505439770929207
0.7386071503753632	0.5878306173089252	0.9059065566335104	0.05405582176751615	0.02590654116408734	0.08950923372307189
0.08160779902798077	0.45096478342219204	0.019286785945728115	0.2844244995066988	0.3589386295353131	0.7282023736660144
0.033399653534193434	0.09245408489607772	0.1454849764380192	0.007487263261612695	0.14232841990695005	0.162060837130155
0.35901688347348076	0.19488833039568473	0.12082713908598704	0.2095078982077362	0.938634483563617	0.5848165111822534
0.08923668798015179	0.0429723114872542	0.008999806977075442	0.018916603542631354	0.20622137937053014	0.6721915244570822
