s_ref	s_u	s_a	phi	cf_frac	df_frac
0.060421938160754335	0.026613875696589177	0.7419875529331136	0.18302732776994732	0.14704708963180582	0.6758746038017238
0.19345520575761074	0.025490014642009867	0.9726214403643303	0.05502785758794953	0.38170270689079616	0.23187522705474012
0.002029636650107822	0.35707374185769486	0.0829525809267601	0.1158171971603327	0.40889019392396675	0.6560440802098121
0.007430220803766535	0.7922526634025019	0.0005755769057464313	0.10082060086008347	0.5249198003482775	0.8779493740643642
0.007494068668467006	0.07185634105240843	0.29651611840459335	0.037243642883139354	0.6734990985292768	0.8943398714515235
0.2128957047937554	0.7260980360563212	0.00014952812162382186	0.2728504440499874	0.9407201468499702	0.7213988410961403
0.008366143006449283	0.0007923319670796543	0.8455361373666817	0.0975537042694879	0.17196667363038717	0.7751451089580125
0.03958713406222011	0.7450480110470585	0.003560711207175292	0.023094276697879126	0.9472197881394427	0.055588133322086807
0.44710810575260546	0.38172215744312415	0.38184313501250877	0.08596010409776837	0.11870345967677941	0.606228658773835
0.5989090092770536	0.6900727969206509	0.008135714698484538	0.3144802380056755	0.7504695265764162	0.46045995023372344
0.6893496037270128	0.09889355827015343	0.807777185797871	0.07822352375950459	0.6595246096145596	0.1877049307838804
0.03095446273760278	0.017515494931090485	0.7447302299671607	0.18274536091868746	0.15941567731110792	0.7656066833708873
0.16464211933866116	0.05376531080452736	0.6197928830411871	0.1960522411693343	0.09777729365782857	0.6359705556774814
0.04423007060593563	0.017516592842691737	0.8881859342193869	0.0037108709730716183	0.19949140191907722	0.09721123467973464
0.4797182509508308	0.9849753371344698	0.010606817235796902	0.11934611065576244	0.5076963699560755	0.0018965714151487879
0.20982675613671936	0.860694897252694	0.814348440807917	0.020955047930312835	0.02485895317038809	0.03911042937016482
0.12495055155589448	0.7834059161868971	0.15483425207033297	0.01457607143955156	0.12089236496905842	0.01948014129666665
0.0824405334823359	0.9126976603293099	0.10105888416961199	0.044919177625358464	0.5236221057002373	0.0965922776762846
0.2079685788383416	0.03582571223087491	0.813241517180056	0.09297011386082138	0.14935613225927688	0.3852087300036528
0.21754829525594022	0.027011647738359602	0.0001255661407431786	0.01603784107631113	0.07339197005017882	0.634300864114696
0.03627122316698009	0.054077847319015944	8.61984737971335e-05	0.03668479496662785	0.19414977228631927	0.9921457321461795
0.05206165005113427	0.3846393050849927	0.8668102114761397	0.016159618182649365	0.06193338892165617	0.48251550056888876
0.4440401005971743	0.49051709230530527	0.054196830760337655	0.187678645367094	0.4152097328676407	0.5748852352069365
0.07814580732647615	0.3568672282777817	0.06304480630389825	0.1746329910433237	0.5822013042540627	0.7671169443815058
0.005274382552672185	0.009159605339375943	6.628098311676086e-05	0.0074652584118689675	0.3135562822747827	0.9616838122633163
0.06788786135710043	0.0051983241927938875	0.7943548781315899	0.26647755967837217	0.46722128759371445	0.7174654625518083
0.4039648738937131	0.09070678842310834	0.10188966372496436	0.059399238471974355	0.6084238931675875	0.015181368467520303
0.3734109503547911	0.15900369338353523	0.26605057753821193	0.07510889517399136	0.07814173149433333	0.3733548406044138
0.02977366772109778	0.0012106003409428827	0.5531584044620584	0.20219519076521167	0.028397853099402848	0.5269483413015589
0.032931559971284434	0.0020155732594692773	0.0021803437599311184	0.008352344677791309	0.9820358563934797	0.9711583104747119
0.018853266708900272	0.0020323496400263923	0.001999873391418187	0.00268990095989154	0.4472916970292023	0.7505357191774407
0.019674651639708274	0.09803621975394991	0.00243702121873838	0.010119089767735677	0.8383488032639957	0.09691035216098291
0.014180139857155076	0.006133430496393978	0.48073840834770637	0.12078097364877091	0.003977228282753543	0.333697804418571
0.4111900577857838	0.7212274871994712	0.3594185199577924	0.1730958304040816	0.228431729969322	0.5071125812083549
0.25678569923539046	0.2088695054712152	0.003257032494171649	0.013109412471731903	0.1520647698680759	0.060882736389091426
0.020864709077365567	0.4511988212923477	0.04272501064693062	0.0559692012561891	0.3241229978548511	0.3955205505716258
0.14968350566768507	0.15961189389733862	0.0014802960572560583	0.06503584289799103	0.48334002534935555	0.02256201779611579
0.05849915082695266	0.9604297655824466	0.2887554620213166	0.08847317257926599	0.25470416824709524	0.30476025177503036
0.14672637598212135	0.158748756648353	0.0007091126649203779	0.05474643141923147	0.09580091520298042	0.9545867543060943
0.9643755887173242	0.6499926570971317	0.6762590062032142	0.24527167576787093	0.09498911440076244	0.5393050275878302
0.19562083136561034	0.19986656040907386	0.5955848118087285	0.08792850002705688	0.2028522625007048	0.8024660758494693
0.5361667096514923	0.7889422351726634	0.8629934285944838	0.1690092604652471	0.09319689227749756	0.20255020783911162
0.914406568086357	0.14695230612232751	0.46054532147398114	0.12263599240860096	0.1268400351460884	0.2712089666444215
0.07185587465583754	0.12447443166269506	0.0020654914146967713	0.11395611252699953	0.9388936884365983	0.9742882568850534
0.0005512897023811029	0.00022557648524267862	0.3543671601579038	0.007851755552967792	0.016550200234618638	0.3567047048725272
0.005841730239442119	0.30396525336944064	0.0016848411326579134	0.186161248643467	0.48514367429476357	0.7241974162633397
0.6438408715915459	0.20936656361547704	0.40452062194740174	0.10113235684590276	0.1242797472680598	0.428914540447205
0.313635966881567	0.07962572375307678	0.6696429517920905	0.2328976418861584	0.3561660344939653	0.6196351864542962
0.01650155278355743	0.0005897001217013545	0.8030466519658512	0.03685797203998528	0.06709777475390238	0.7785411972734644
0.03372461979365315	0.060418902558498334	0.2674929565270787	0.024114887574918094	0.783728388821973	0.05156511146508827
0.09924656296285138	0.34152345031116044	0.6153100267367531	0.0915987118381488	0.33090963982381644	0.16483198284159598
0.6969472574015807	0.6678685220224161	0.011323202599616474	0.3660741313638997	0.5643323552180665	0.41603288104252273
0.0020731146663432337	0.006737944412290086	0.43792318152024967	0.00453956892287657	0.02042469744321173	0.49865483550653095
0.12696679310885398	0.15257248552254365	0.026499987964980706	0.025454162203399307	0.09375522839460712	0.3265579861909029
0.0025019961648304234	0.35756003758413996	3.2237214235022005e-05	0.04821213843294675	0.8212941173894349	0.9975734385415884
0.01637023892110524	0.03246227165049886	0.004080751273836312	0.023800823078664518	0.44293079125177315	0.811974597840442
0.27989431419270727	0.03825325736695037	0.004531472396145827	0.014480093937906384	0.25840346192330926	0.057923102975154794
0.2800187468939231	0.18681114842142058	0.5573571343289686	0.25484029856070844	0.0022431437664938354	0.4832562505392317
0.002154474324591799	3.450704756679196e-05	0.34433403258170897	0.0009100591151088526	0.20599611297772533	0.41373349908745344
0.0004370069528604454	0.00047956073767534325	1.0215157327489058e-12	0.00041756837291776513	0.9586733136356546	0.9946501266283474
0.22705440214469036	0.09953085859884526	0.18829006064812304	0.08260862151884639	0.7802599571406631	0.8024561317243248
0.06690741639160457	0.041308443964620994	0.6151518961334126	0.02992223548307121	0.03373278345365863	0.8735437286743878
0.011994495613748319	0.0011895400060351127	0.5518371353865715	0.026911090296952687	0.41658016068361564	0.3271362661922887
0.17159566157676556	0.5174599586081947	0.7266017899043183	0.4424950043211509	0.17501465930369625	0.9570231974183114
0.54158288960892	0.04071941956630785	0.5374943827246373	0.19975262172863534	0.011905404624594232	0.5787161353042576
0.5342542344659252	0.15612135643237748	0.0055527577486370145	0.1485799376854894	0.8935787815155997	0.549133523430119
0.19440816320676926	0.14327771530461078	0.058457387049184906	0.09850645650827188	0.6125625495652682	0.20580066863778523
0.0031681039079284987	0.7515984984609357	0.8939459689310812	0.2030980411583598	0.0629880918650228	0.46615413796668953
0.059618125687776705	0.46047369187434306	0.08621520886390038	0.11192211623490492	0.09995160206214726	0.48406441108541526
0.6908859006250951	0.7526290405905269	0.0039045337687950116	0.2905425747352648	0.12739749748852947	0.9476044248981375
0.8752198336333492	0.20175902713308844	0.011376652954945696	0.04640841681334291	0.16732548629550711	0.15487076820693182
0.4251103326574867	0.3523144151132435	0.0003080014162889725	0.12419652195921958	0.4485902834331472	0.3515007511927712
0.6456789999169071	0.39407094073077786	0.7524214067913825	0.32329883415085603	0.33163187052097665	0.6197332635826222
0.0017177675012243674	0.012567878121141686	9.642248856012849e-05	0.006742933264543134	0.7237380797753982	0.9721125595651929
0.1745959739817383	0.7861205214619599	0.925729569352714	0.0776699141415236	0.016715111878034317	0.09116372974987301
0.2927718119673121	0.001838224782640724	0.0005005888843127218	0.04332272069154985	0.7020428398698687	0.989960932100686
0.01952114692622588	0.45734438978878894	9.533811387932864e-06	0.00460364674162546	0.16127209964533581	0.18750059747034778
0.5276224120531319	0.08270727521359493	0.004924039187799028	0.2847103786815425	0.8397354272619333	0.8964386502488388
0.9416282558436688	0.2423332101911575	9.055068475467615e-07	0.4527514718773709	0.7917803841480487	0.5535271362003031
0.14818519449902745	0.023054183300475335	0.002394258137928122	0.08945039763288322	0.8445762130257966	0.9484715666602817
0.6195431933670237	0.1341488110845348	0.434001363930134	0.06621802201271274	0.04953282224200021	0.5169377878292665
0.5822710840129102	0.9527645631401501	0.6355795370689649	0.27232523941338954	0.45590876072997033	0.3761064484357406
0.5153057231343698	0.12948348232196588	0.0004215559524864722	0.20646244056872268	0.4760440579041506	0.6479130814878917
0.0028578511974434685	0.5431253954026263	0.0032370250657502964	0.08970233692393792	0.28679543387850825	0.9631821658103673
0.01267009395982369	0.19876560545767386	0.013073380148833942	0.16602422633621125	0.16788406517855076	0.9279261328194088
0.13765151579994273	0.6714331322232686	0.005905241829303643	0.3749706884146782	0.3738482487527174	0.8101506392468483
0.4002688101211142	0.4700667200456401	0.063107871957386	0.3520657718353727	0.8672174319453383	0.7568536734795341
0.2746529508742956	0.2715939115382004	0.2064667987016049	0.036682279624204575	0.03617141719793154	0.1851514370917918
7.967673248085147e-06	3.6395686887212934e-05	0.3773357490245609	0.0015152264500363562	0.08175783721323444	0.39122261350606097
0.024100020496124218	0.8481013787524014	0.824364434502998	0.06329118503800236	0.0923168541481104	0.14383762501557507
0.1460018935639254	0.025196065632565472	0.847805848842052	0.010797709860596215	0.09452689281524913	0.3848111374645238
0.7815341006834784	0.7304963532387898	0.011080958809885216	0.19679027920792058	0.3904533513082198	0.6950023474110604
0.0795955160319479	0.15760342683134468	0.002359375618766356	0.09857177571936526	0.23980896029138038	0.9428618693952341
0.00012527433377724863	0.00020998923458121122	0.4221378800251961	0.03033824136192971	0.006422862734360925	0.41039755080817614
0.7926511419448474	0.08146358582042186	0.19703385325155076	0.07139935243064584	0.15308362146440077	0.6640987940154386
