n_singular	n_points	tr_max	tr_at_fold	tr_crossings	j_max_on_branch	det_min_on_branch	path_count	name	traced
1	211	-0.33991373510403855	-0.33713048456827843	0	0.20892123661677126	0.0016945045461506365	1	nu=0.02586,chi=0.3	True
1	211	-0.3362151245132782	-0.3362151245132782	0	0.20060047942091955	0.001357195478626603	1	nu=0.02586,chi=0.367	True
1	211	-0.3326337856609907	-0.3326337856609907	0	0.19244572758039052	0.0010697917088855128	1	nu=0.02586,chi=0.433	True
1	212	-0.32911064051574623	-0.32911064051574623	0	0.18447422675264227	0.0007934087247537677	1	nu=0.02586,chi=0.5	True
1	212	-0.32562485650184775	-0.32562485650184775	0	0.1766976169517505	0.0005290794998007519	1	nu=0.02586,chi=0.567	True
1	212	-0.32221516672513756	-0.32221516672513756	0	0.1691235136547874	0.00030885560235188324	1	nu=0.02586,chi=0.633	True
1	211	-0.31876235826635035	-0.31876235826635035	0	0.16174533070183714	7.459725190651461e-05	1	nu=0.02586,chi=0.7	True
1	210	-0.32030855070925385	-0.31535590261823876	0	0.15443457388482404	0.0018176725481559445	1	nu=0.02586,chi=0.767	True
1	210	-0.31681585150037367	-0.311849315145937	0	0.14749733003516302	0.0015395409987569782	1	nu=0.02586,chi=0.833	True
1	210	-0.3133038569727613	-0.3083468831612406	0	0.14075314138520917	0.0013016258739291032	1	nu=0.02586,chi=0.9	True
1	211	-0.3514576022629865	-0.34972985052712546	0	0.23467020515939613	0.0028022754301322253	1	nu=0.0355,chi=0.1	True
1	211	-0.3475490560560583	-0.34549636716828924	0	0.22590452702483613	0.002354186809334274	1	nu=0.0355,chi=0.167	True
1	211	-0.3437540644467185	-0.3413457308754352	0	0.21724704749489793	0.002005517783504756	1	nu=0.0355,chi=0.233	True
1	211	-0.3400384235012936	-0.3372861518698883	0	0.20872103398965247	0.0016846005383737415	1	nu=0.0355,chi=0.3	True
1	211	-0.33639460518353453	-0.33639460518353453	0	0.20034397838668583	0.0013773939554015116	1	nu=0.0355,chi=0.367	True
1	212	-0.3328001305003345	-0.3328001305003345	0	0.1921322874503082	0.0010713297555606464	1	nu=0.0355,chi=0.433	True
1	212	-0.3292373007118758	-0.3292373007118758	0	0.18409967055274876	0.000767278741114538	1	nu=0.0355,chi=0.5	True
1	212	-0.3258441945237317	-0.3258441945237317	0	0.17625458703322902	0.000552663588386695	1	nu=0.0355,chi=0.567	True
1	211	-0.32238850846529793	-0.32238850846529793	0	0.16860874857603306	0.00030567801117812953	1	nu=0.0355,chi=0.633	True
1	211	-0.3189902854945365	-0.3189902854945365	0	0.16115503501942255	9.555355866135752e-05	1	nu=0.0355,chi=0.7	True
1	210	-0.32048960175617414	-0.3155767088899148	0	0.15376467664030188	0.0018309604933473252	1	nu=0.0355,chi=0.767	True
1	210	-0.31703775871331685	-0.31210943530899177	0	0.14674476763213393	0.0015673371160932282	1	nu=0.0355,chi=0.833	True
1	210	-0.31342746870818466	-0.3085195549102592	0	0.13992117812303387	0.0012958318781185717	1	nu=0.0355,chi=0.9	True
1	211	-0.35152941022774664	-0.34981741492080176	0	0.2345890077774675	0.002796869821581195	1	nu=0.04872,chi=0.1	True
1	211	-0.34771351630084446	-0.3456550463487852	0	0.2257584491824908	0.002409656565189733	1	nu=0.04872,chi=0.167	True
1	211	-0.34394595422914004	-0.34154866134980566	0	0.2170393563683443	0.0020430022627466664	1	nu=0.04872,chi=0.233	True
1	211	-0.34025489064346304	-0.33752556269065587	0	0.20844611480954633	0.0017123754895135234	1	nu=0.04872,chi=0.3	True
1	212	-0.33659667612716154	-0.33659667612716154	0	0.199998088310899	0.001373503471441282	1	nu=0.04872,chi=0.367	True
1	212	-0.3330430316905711	-0.3330430316905711	0	0.19170657668959434	0.0010846299805959757	1	nu=0.04872,chi=0.433	True
1	212	-0.3295202695974493	-0.3295202695974493	0	0.18358902029794366	0.0007968578677267749	1	nu=0.04872,chi=0.5	True
1	212	-0.326083700337463	-0.326083700337463	0	0.1756552486088393	0.0005538906088709389	1	nu=0.04872,chi=0.567	True
1	211	-0.32267852282379833	-0.32267852282379833	0	0.16791008293804516	0.00032699036242109995	1	nu=0.04872,chi=0.633	True
1	211	-0.31927267271866755	-0.31927267271866755	0	0.1603556657795359	0.00011229889214464496	1	nu=0.04872,chi=0.7	True
1	210	-0.320700765853203	-0.3158453774221223	0	0.15285932405633387	0.001836564203523279	1	nu=0.04872,chi=0.767	True
1	210	-0.31717621474485974	-0.31231484861592285	0	0.14573314745029572	0.0015476563189440334	1	nu=0.04872,chi=0.833	True
1	210	-0.3136011099864036	-0.308759116381729	0	0.138794671556369	0.0012906521316063482	1	nu=0.04872,chi=0.9	True
1	211	-0.35162996863053997	-0.3499366709167663	0	0.23447852110790668	0.0027948246666689314	1	nu=0.06687,chi=0.1	True
1	211	-0.3478935047586187	-0.34585200629748813	0	0.22556538554826056	0.0024338854984919693	1	nu=0.06687,chi=0.167	True
1	211	-0.3441632025658751	-0.3418013290237002	0	0.2167620562999633	0.0020508525185654112	1	nu=0.06687,chi=0.233	True
1	212	-0.34048951528459453	-0.33781496476051115	0	0.20807841063524046	0.0016989784850135188	1	nu=0.06687,chi=0.3	True
1	212	-0.3369042458514985	-0.3369042458514985	0	0.19952900416273106	0.0013943782508616237	1	nu=0.06687,chi=0.367	True
1	212	-0.3333666842188316	-0.3333666842188316	0	0.19113193278990281	0.0010994234746593042	1	nu=0.06687,chi=0.433	True
1	212	-0.3298823888368238	-0.3298823888368238	0	0.18290036288333286	0.0008250389324041536	1	nu=0.06687,chi=0.5	True
1	212	-0.32643572967418044	-0.32515924102732874	0	0.17484629975804666	0.0005704460360030352	1	nu=0.06687,chi=0.567	True
1	211	-0.32303370195765635	-0.32303370195765635	0	0.16696852194756168	0.0003380020024458185	1	nu=0.06687,chi=0.633	True
1	211	-0.31963775140795886	-0.31963775140795886	0	0.1592783707481618	0.00012785216607126483	1	nu=0.06687,chi=0.7	True
1	210	-0.320971001834463	-0.31619489147733265	0	0.15164015522500635	0.0018390497929350747	1	nu=0.06687,chi=0.767	True
1	210	-0.317514539833759	-0.3127290215963709	0	0.14436335854146018	0.0015763212385980956	1	nu=0.06687,chi=0.833	True
1	210	-0.3138806347215557	-0.3091235123817337	0	0.13727545860259827	0.0013005708615285098	1	nu=0.06687,chi=0.9	True
1	211	-0.3517625920338241	-0.35009610002886626	0	0.2343299519513295	0.0027887237869414663	1	nu=0.09179,chi=0.1	True
1	211	-0.3481057632686252	-0.34610454249640366	0	0.22530874500962758	0.002430762226774177	1	nu=0.09179,chi=0.167	True
1	212	-0.34444304940499193	-0.34213485675421834	0	0.2163900049053351	0.0020488980346961587	1	nu=0.09179,chi=0.233	True
1	212	-0.3408712206126686	-0.338242669275932	0	0.20757941016773468	0.0017403473848052573	1	nu=0.09179,chi=0.3	True
1	212	-0.33731321122060753	-0.33731321122060753	0	0.19889902434557966	0.0014192609772353815	1	nu=0.09179,chi=0.367	True
1	212	-0.3337728544332594	-0.3337728544332594	0	0.19036172427697537	0.001099099444481172	1	nu=0.09179,chi=0.433	True
1	212	-0.33035914929780213	-0.3283256992399801	0	0.18197680784888898	0.0008571346349797107	1	nu=0.09179,chi=0.5	True
1	211	-0.3268865750145667	-0.3268865750145667	0	0.1737608500727535	0.0005780942482695755	1	nu=0.09179,chi=0.567	True
1	211	-0.32354036831009864	-0.32354036831009864	0	0.16570680679023145	0.0003675610975261543	1	nu=0.09179,chi=0.633	True
1	211	-0.32014586145135965	-0.32014586145135965	0	0.15783576730038115	0.00015754516508314663	1	nu=0.09179,chi=0.7	True
1	210	-0.32129874504617656	-0.3166331269323839	0	0.15001003197848659	0.0018297928036974844	1	nu=0.09179,chi=0.767	True
1	210	-0.31785673114241586	-0.31318352581919445	0	0.14253526705678804	0.0015761638612077514	1	nu=0.09179,chi=0.833	True
1	210	-0.3143036220106778	-0.30965545461498845	0	0.1352406185838907	0.0013335339220318851	1	nu=0.09179,chi=0.9	True
1	211	-0.3519692916272731	-0.3503161705334499	0	0.23412653982867146	0.0028256474507627155	1	nu=0.126,chi=0.1	True
1	212	-0.34839632204029297	-0.34644406808282713	0	0.22496455512698615	0.0024364209476266056	1	nu=0.126,chi=0.167	True
1	212	-0.3448592135993415	-0.3426003726768491	0	0.21588888256530747	0.00209264480892018	1	nu=0.126,chi=0.233	True
1	212	-0.3413209234843696	-0.33877898311171273	0	0.2069175793435069	0.0017420393759214118	1	nu=0.126,chi=0.3	True
1	212	-0.3378158457021713	-0.335307125192758	0	0.1980614696704519	0.0014180479106056753	1	nu=0.126,chi=0.367	True
1	212	-0.3343526617046997	-0.3322509031678834	0	0.18933438079416237	0.001124044888341976	1	nu=0.126,chi=0.433	True
1	213	-0.32994229981007456	-0.32994229981007456	0	0.18074929918610164	0.00016169422671843497	1	nu=0.126,chi=0.5	True
1	211	-0.3275390160267023	-0.3275390160267023	0	0.1723122858126379	0.0006095748333968998	1	nu=0.126,chi=0.567	True
1	211	-0.3241495973883123	-0.3241495973883123	0	0.16403174395089906	0.00037321047541945257	1	nu=0.126,chi=0.633	True
1	211	-0.32076484610812267	-0.32076484610812267	0	0.1559211103240115	0.00017067313389943048	1	nu=0.126,chi=0.7	True
1	210	-0.3218614747289201	-0.3173286749458859	0	0.14783997149856593	0.0018680141097721613	1	nu=0.126,chi=0.767	True
1	211	-0.3183671378377336	-0.31383748269939243	0	0.14010763744054136	0.0015993713389542493	1	nu=0.126,chi=0.833	True
1	211	-0.3147156325606235	-0.3102248336954834	0	0.13254825548632523	0.0013291280241568768	1	nu=0.126,chi=0.9	True
1	211	-0.35217351880872855	-0.350588577384396	0	0.23386668569953356	0.002772885556400768	1	nu=0.1729,chi=0.1	True
1	212	-0.34879739910512875	-0.34689809682273987	0	0.22450607495775057	0.0024677730390940088	1	nu=0.1729,chi=0.167	True
1	212	-0.34537278753556067	-0.34319699188797603	0	0.21522874243185497	0.002113583041074877	1	nu=0.1729,chi=0.233	True
1	212	-0.34189246073083773	-0.3396503564395646	0	0.2060445352671022	0.0017216474319404894	1	nu=0.1729,chi=0.3	True
1	212	-0.33854711004457644	-0.33651475487793914	0	0.19695205117448883	0.0014710180798639411	1	nu=0.1729,chi=0.367	True
1	212	-0.33513862014722606	-0.3337563667843513	0	0.18797921191055608	0.0011712958394796294	1	nu=0.1729,chi=0.433	True
1	213	-0.3317573634572455	-0.3317573634572455	0	0.17913165965580807	0.0009052543337535378	1	nu=0.1729,chi=0.5	True
1	211	-0.32837482045048366	-0.32837482045048366	0	0.17040832236900214	0.0006358335891866329	1	nu=0.1729,chi=0.567	True
1	211	-0.32503234595712865	-0.32503234595712865	0	0.1618305879343247	0.00042156248349811183	1	nu=0.1729,chi=0.633	True
1	212	-0.32159340590932634	-0.32159340590932634	0	0.15340850904086287	0.0001944388634417798	1	nu=0.1729,chi=0.7	True
1	212	-0.3181347932141973	-0.3181347932141973	0	0.14514547406436903	4.99587097389807e-06	1	nu=0.1729,chi=0.767	True
1	211	-0.3189037443535383	-0.31457687353508856	0	0.13693174105920883	0.0015845578452916742	1	nu=0.1729,chi=0.833	True
1	211	-0.31528143385449836	-0.31099413062916814	0	0.1290189064343639	0.0013402218182414927	1	nu=0.1729,chi=0.9	True
1	212	-0.3524961235311884	-0.3509563940434818	0	0.23351699969640285	0.002791767097947742	1	nu=0.2374,chi=0.1	True
1	212	-0.34929140977977086	-0.347477859327676	0	0.22390877750188912	0.002474761106142659	1	nu=0.2374,chi=0.167	True
1	212	-0.3460070594089125	-0.3440051356486924	0	0.21436899637223694	0.002102692683451185	1	nu=0.2374,chi=0.233	True
1	212	-0.3427149294935597	-0.3408536448175137	0	0.20489921620663337	0.0017700473645799477	1	nu=0.2374,chi=0.3	True
1	212	-0.3394494486857191	-0.33798426130640263	0	0.19550971737542636	0.0014978105767532116	1	nu=0.2374,chi=0.367	True
1	213	-0.3355231208291377	-0.3355231208291377	0	0.18622615242958518	0.0006666056577398738	1	nu=0.2374,chi=0.433	True
1	211	-0.33281917689708657	-0.33281917689708657	0	0.1770240218252435	0.0009388130840603865	1	nu=0.2374,chi=0.5	True
1	212	-0.32943580499157293	-0.32943580499157293	0	0.16794153859970648	0.0006503898856046589	1	nu=0.2374,chi=0.567	True
1	212	-0.326093935836071	-0.326093935836071	0	0.15898308984141885	0.0004364084567434933	1	nu=0.2374,chi=0.633	True
1	212	-0.3227155094926781	-0.3227155094926781	0	0.15015996438142135	0.00025020810748992297	1	nu=0.2374,chi=0.7	True
1	212	-0.31916794863476483	-0.31916794863476483	0	0.14147890647654818	3.291503735792279e-05	1	nu=0.2374,chi=0.767	True
1	211	-0.3197208931495432	-0.31564301152728197	0	0.1328253287701494	0.0016221122475278584	1	nu=0.2374,chi=0.833	True
1	212	-0.315930385534923	-0.3119128869443013	0	0.12446871662601429	0.001338895299631171	1	nu=0.2374,chi=0.9	True
1	212	-0.35289856659544916	-0.35142241180642847	0	0.2330662094446074	0.0028044612584911138	1	nu=0.3258,chi=0.1	True
1	212	-0.3499138514289386	-0.348215215679585	0	0.2231394459235678	0.0024737456702031368	1	nu=0.3258,chi=0.167	True
1	212	-0.34687486001951906	-0.34517548376254503	0	0.21325676203519997	0.0021563978023658604	1	nu=0.3258,chi=0.233	True
1	212	-0.34377478604172407	-0.34234351476440505	0	0.20342781727576384	0.0018435977228159332	1	nu=0.3258,chi=0.3	True
1	213	-0.33971012294398184	-0.33971012294398184	0	0.1936874628303779	0.0005122374229561778	1	nu=0.3258,chi=0.367	True
1	213	-0.3373980379241293	-0.3373980379241293	0	0.1839660154992665	0.0012435756420399425	1	nu=0.3258,chi=0.433	True
1	212	-0.33417789644124485	-0.33417789644124485	0	0.17433719567117867	0.0009770631981175317	1	nu=0.3258,chi=0.5	True
1	212	-0.33089589183730644	-0.33089589183730644	0	0.16480016032186148	0.0007314106992030009	1	nu=0.3258,chi=0.567	True
1	212	-0.327531715755034	-0.327531715755034	0	0.1553652601332774	0.0005002330041660955	1	nu=0.3258,chi=0.633	True
1	212	-0.324067181804054	-0.324067181804054	0	0.1460413977030359	0.0002821318086329826	1	nu=0.3258,chi=0.7	True
1	213	-0.32054740812357296	-0.32054740812357296	0	0.13683560185723753	0.0001102587263858936	1	nu=0.3258,chi=0.767	True
1	212	-0.3205410643662621	-0.3168057897254081	0	0.12764002294403182	0.001599770684754225	1	nu=0.3258,chi=0.833	True
1	212	-0.3166806108142844	-0.3130105153855217	0	0.11871772321091578	0.0013363210569079136	1	nu=0.3258,chi=0.9	True
1	212	-0.35340614524330904	-0.35200207820055723	0	0.23249333997812305	0.0028349877126619258	1	nu=0.4472,chi=0.1	True
1	212	-0.3507246549249958	-0.34919227678014664	0	0.22216182080621874	0.0025250907256434457	1	nu=0.4472,chi=0.167	True
1	212	-0.34794178304547907	-0.3465887002596505	0	0.21185583309949477	0.0022087548934687407	1	nu=0.4472,chi=0.233	True
1	213	-0.34409484240482024	-0.34409484240482024	0	0.20163063795883224	0.0004626987213784202	1	nu=0.4472,chi=0.3	True
1	214	-0.34178561087877357	-0.34178561087877357	0	0.1913575548211671	0.0012357886074642489	1	nu=0.4472,chi=0.367	True
1	214	-0.3390207731633012	-0.3390207731633012	0	0.18114274106400355	0.0012929447059592204	1	nu=0.4472,chi=0.433	True
1	212	-0.3359108670645284	-0.3359108670645284	0	0.17098741584806942	0.0010441134137158198	1	nu=0.4472,chi=0.5	True
1	212	-0.33267907666159824	-0.33267907666159824	0	0.16089633042128346	0.0008033098892190464	1	nu=0.4472,chi=0.567	True
1	213	-0.32930363223223025	-0.32930363223223025	0	0.15087907596914563	0.0005658932327983624	1	nu=0.4472,chi=0.633	True
1	213	-0.3258166524297302	-0.3258166524297302	0	0.14094367265309266	0.0003651080637074037	1	nu=0.4472,chi=0.7	True
1	213	-0.3221116262264731	-0.3221116262264731	0	0.13110047969394567	0.0001440873824580079	1	nu=0.4472,chi=0.767	True
1	213	-0.3216062568130547	-0.3182897039046253	0	0.12123707668537881	0.0016230558109839295	1	nu=0.4472,chi=0.833	True
1	213	-0.3174616801431198	-0.3142336556593583	0	0.11163485241954467	0.0013235461387206791	1	nu=0.4472,chi=0.9	True
1	212	-0.3540285191953127	-0.3527000682998124	0	0.2317823812501543	0.002895290387150337	1	nu=0.6138,chi=0.1	True
1	212	-0.35166882983094316	-0.3504115634007383	0	0.22096102509321194	0.002539556534476503	1	nu=0.6138,chi=0.167	True
1	213	-0.34820574355597295	-0.34820574355597295	0	0.21021688413958217	0.0002206902671432348	1	nu=0.6138,chi=0.233	True
1	214	-0.346097972957452	-0.346097972957452	0	0.19935541095054082	0.001098734601500357	1	nu=0.6138,chi=0.3	True
1	214	-0.343829174659721	-0.34226069463069664	0	0.18851574614835764	0.0016049021233186446	1	nu=0.6138,chi=0.367	True
1	212	-0.3410031131933144	-0.3410031131933144	0	0.17770953072121543	0.0013540597495643558	1	nu=0.6138,chi=0.433	True
1	212	-0.3379988622145557	-0.3379988622145557	0	0.16692950487820385	0.0011005562875684547	1	nu=0.6138,chi=0.5	True
1	213	-0.33479748052076624	-0.33479748052076624	0	0.15618341842974198	0.0008437015233597137	1	nu=0.6138,chi=0.567	True
1	213	-0.33141182616105536	-0.33141182616105536	0	0.1454782780723387	0.0006121672031462072	1	nu=0.6138,chi=0.633	True
1	213	-0.32784673865090874	-0.32784673865090874	0	0.13482338160127558	0.00042219684935263446	1	nu=0.6138,chi=0.7	True
1	214	-0.32398663517731746	-0.32398663517731746	0	0.12423095685361495	0.00020400368729324875	1	nu=0.6138,chi=0.767	True
1	214	-0.3198734144613307	-0.3198734144613307	0	0.11370892916478259	1.1844154715169499e-05	1	nu=0.6138,chi=0.833	True
1	214	-0.318153411058268	-0.3154782388417689	0	0.10318780199852089	0.001292226917992732	1	nu=0.6138,chi=0.9	True
1	212	-0.3547015184216789	-0.35350157056111203	0	0.23093718448194775	0.002886261255855044	1	nu=0.8426,chi=0.1	True
1	212	-0.3527825339241714	-0.3517976138410026	0	0.21952216657203644	0.002585335950394054	1	nu=0.8426,chi=0.167	True
1	213	-0.350058255150558	-0.350058255150558	0	0.20815485148781493	0.0008336509312444844	1	nu=0.8426,chi=0.233	True
1	214	-0.34831073083458486	-0.3472548534562062	0	0.19664840784722581	0.001807667215183804	1	nu=0.8426,chi=0.3	True
1	214	-0.34595452112090264	-0.3447805485850197	0	0.18516340767889758	0.0016717995631429943	1	nu=0.8426,chi=0.367	True
1	212	-0.34333645560545545	-0.34209531580711033	0	0.17367023621484917	0.0014236143193408026	1	nu=0.8426,chi=0.433	True
1	213	-0.3404692623729372	-0.3404692623729372	0	0.16217460755022606	0.0011704081414212252	1	nu=0.8426,chi=0.5	True
1	213	-0.3373409585825853	-0.3373409585825853	0	0.1506816499929497	0.0009284251861949659	1	nu=0.8426,chi=0.567	True
1	214	-0.3339195385010444	-0.3339195385010444	0	0.13919928964644174	0.0006930706964936739	1	nu=0.8426,chi=0.633	True
1	214	-0.3301852723148739	-0.3301852723148739	0	0.12773587398202357	0.00047859293302766144	1	nu=0.8426,chi=0.7	True
1	215	-0.3260687672831376	-0.3260687672831376	0	0.11630300473173817	0.00025653363203136364	1	nu=0.8426,chi=0.767	True
1	215	-0.32156631785535383	-0.32156631785535383	0	0.10491169233665727	6.933615110969366e-05	1	nu=0.8426,chi=0.833	True
1	215	-0.31847859043835264	-0.3165827695692606	0	0.09350410903413192	0.001176103398680715	1	nu=0.8426,chi=0.9	True
1	212	-0.3554534555600391	-0.3544293031501051	0	0.22995690636153698	0.0028902687028264907	1	nu=1.156,chi=0.1	True
1	213	-0.3532916195968204	-0.3532916195968204	0	0.21796979676139688	0.0003937440636645147	1	nu=1.156,chi=0.167	True
1	214	-0.3520131388058828	-0.35149364313352516	0	0.20578268187910181	0.0014421832053542784	1	nu=1.156,chi=0.233	True
1	214	-0.3504281951449877	-0.34968846229543715	0	0.19357020106846654	0.0020032458513861025	1	nu=1.156,chi=0.3	True
1	214	-0.34834432220170075	-0.34761710203350593	0	0.1813493258895416	0.0017514437075169525	1	nu=1.156,chi=0.367	True
1	213	-0.3459569621355739	-0.3452524116917328	0	0.16909870891545584	0.001481896250849831	1	nu=1.156,chi=0.433	True
1	213	-0.3432519069902809	-0.3432519069902809	0	0.15681900252502246	0.0012301172906636934	1	nu=1.156,chi=0.5	True
1	214	-0.3401740274402577	-0.3401740274402577	0	0.14451707633029887	0.0009689025790022181	1	nu=1.156,chi=0.567	True
1	214	-0.3367002087374816	-0.3367002087374816	0	0.13219657363827486	0.0007411518538875274	1	nu=1.156,chi=0.633	True
1	215	-0.33275534193564327	-0.33275534193564327	0	0.11986799464297153	0.0005177945940023105	1	nu=1.156,chi=0.7	True
1	215	-0.3282584105764928	-0.3282584105764928	0	0.10754269808981204	0.00028701360577229043	1	nu=1.156,chi=0.767	True
1	216	-0.32314072830156537	-0.32314072830156537	0	0.09523426229343537	8.613103555027126e-05	1	nu=1.156,chi=0.833	True
1	215	-0.3185784709141051	-0.31735019776256174	0	0.08285015468478976	0.001177356994218562	1	nu=1.156,chi=0.9	True
1	212	-0.3562732239847525	-0.35540539021945766	0	0.22886100457612635	0.002960429610243341	1	nu=1.587,chi=0.1	True
1	213	-0.35480992489015056	-0.35480992489015056	0	0.21612303618482698	0.0008440551141806842	1	nu=1.587,chi=0.167	True
1	214	-0.3539769283045105	-0.35358882009707576	0	0.2031677257906147	0.0020456489223200473	1	nu=1.587,chi=0.233	True
1	214	-0.3526328413570136	-0.35228086036417616	0	0.1901974802042002	0.002094680706295118	1	nu=1.587,chi=0.3	True
1	215	-0.35086918096255143	-0.350660854788346	0	0.17719747934790664	0.0017760260572243693	1	nu=1.587,chi=0.367	True
1	213	-0.34876766141563503	-0.34865795931565235	0	0.16414385705283902	0.0015319828989158897	1	nu=1.587,chi=0.433	True
1	214	-0.3462471200590108	-0.3462471200590108	0	0.1510461811501082	0.0012874815821417957	1	nu=1.587,chi=0.5	True
1	214	-0.34323972923784735	-0.34323972923784735	0	0.13790965111794098	0.0010232787258541186	1	nu=1.587,chi=0.567	True
1	215	-0.33967557342853494	-0.33967557342853494	0	0.12473770307167006	0.0007688419757976808	1	nu=1.587,chi=0.633	True
1	216	-0.3354576330871397	-0.3354576330871397	0	0.11153751880098836	0.0005540079838725977	1	nu=1.587,chi=0.7	True
