u	a	grad_G	grad_R	tr_J	det_J	sv_ratio	transversality	d2R_ds2	d2R_signed	name	ok
0.3158553173371952	4.089454742392805	2.4276477739473923	0.017122534184698633	-2.158722727268656	0.00010212635117418223	8.72568584566337e-06	0.7096048157015956	0.006073749385170262	-0.006073749385170262	draw2	True
0.26473110669938055	0.014933387775619509	0.5778825401605251	6.426188887050444	-4.39862222756382e-08	2.5705715069697264	0.054479813918004764	0.06420099791388943	37.68191550367339	-37.68191550367339	draw4	True
0.360942762632814	2.029973308577186	1.337059425819164	0.13322143624696048	-1.4748628092294334	2.073896824732633e-05	5.25109793101991e-06	0.6727941327953653	0.005289496685631825	-0.005289496685631825	draw5	True
0.1972554477126173	0.030024693629382693	0.019755287780202385	0.2175936566740646	-0.23823780680607343	1.822310408327092e-05	0.00032125513147879514	0.08294572059430014	9.763779337754583	-9.763779337754583	draw7	True
0.17856184430400912	0.03193634624499088	0.02846269478115786	0.15825774433559558	-0.11569825601268667	1.3057120134180409e-05	0.00036600602078416675	0.15069372854550045	1.6791434095431201	-1.6791434095431201	draw10	True
0.11065139529335631	0.016898208952643694	0.3986957510864155	0.4174582005969375	-0.1024443209275388	7.806504948896609e-05	9.461678690416507e-05	0.43893213492781286	1.1368381886195864	-1.1368381886195864	draw11	True
0.27376389596837075	0.01353996398762923	0.031063254389492423	0.3953421797405342	-0.39659529357008017	0.00010175305937483968	0.0005566797833980238	0.07265462413616738	42.912737542809744	-42.912737542809744	draw13	True
0.02287621158343784	2.635515724896562	12.575307354881623	0.3918756237393445	-12.056081472105154	0.0008606969172733514	2.807465394123794e-06	0.7182087477765492	0.012805066509042097	-0.012805066509042097	draw14	True
0.7270619993820747	0.028895171816925212	0.003801534054886135	0.04474246855075202	-0.04846355453543612	5.725318311803011e-07	0.000241475802414393	0.07807173141247578	0.8198322424699817	-0.8198322424699817	draw17	True
0.7692779550118589	0.4959521634181412	0.18940478694894683	0.0113955487202744	-0.1830836489807556	1.0826827706671644e-05	0.00016025140557190482	0.7286873947874909	0.05133840267886632	-0.05133840267886632	draw19	True
0.44618872046673036	0.009185214372269645	0.1265389562947021	0.40838731563324293	-0.170210635812519	2.5418774790838202e-08	8.412405533263759e-08	0.23020091269669785	4.911175127410904	-4.911175127410904	draw21	True
1.0880950713454753	0.010781659794524667	0.15266664975151745	1.3992934137868391	-1.2389771870957578e-06	0.1383341740916821	0.0595762602278705	0.08069344230954537	240.95279597783974	-240.95279597783974	draw22	True
0.9115924754858484	0.19087905443415165	2.1971408651921895	0.08190504945315366	-3.1355028874748334	0.0006830397405150875	6.815760134369036e-05	0.6940520853159798	0.4783897688782965	-0.4783897688782965	draw23	True
0.15464003979144583	0.9468668616185543	3.782876835310033	0.10110423778769205	-3.12255124656327	0.0006701136455011957	2.279649758230685e-05	0.697721385662951	0.2701558907238362	-0.2701558907238362	draw25	True
0.10467604947829279	0.6921987721837072	2.5182886247157112	0.06451783383171093	-2.1761332491128265	5.7412381249768685e-05	4.412038072529942e-06	0.698107573288341	0.26398457167544565	-0.26398457167544565	draw26	True
0.7558082070820442	0.7607837022279558	0.0971706299225764	0.022219701492619537	-0.0342202324035025	1.7386168182541651e-06	0.0001154477348811742	0.7918187589380254	0.00853115614002833	-0.00853115614002833	draw28	True
1.457877133628452	0.08714503919154812	1.111349317981832	3.9839150310884377	-2.660056338976702e-06	3.4544452621106867	0.14781526273754977	0.17802462573376068	55.09706794283661	-55.09706794283661	draw29	True
9.85166809326914	0.013270707600859633	2.7321681229393158	0.12359086225863561	-2.748925555718974	2.0155527538460525e-09	1.2903606411285755e-10	0.691298296526073	0.0014820685406512141	-0.0014820685406512141	draw30	True
1.7674756689475875	0.10066925396241251	0.10238935560684274	0.06681616943424454	-4.2495831392014294e-07	0.006727265039353684	0.25685356920792013	0.5982578295611416	1.4629296753372665	-1.4629296753372665	draw34	True
0.3478020040165335	0.0037200849034664447	0.06913874050369805	0.25612681076703236	-1.6605095544616755e-06	0.006960579951982576	0.06488509193041163	0.2012963862493425	48.2756950390007	-48.2756950390007	draw35	True
1.5926029823305363	0.014860202859463765	0.3723116998813987	0.0052507648761285315	-0.3937731630065866	2.6138940235478796e-06	9.562453082094811e-06	0.7121104437523441	0.003340969347094751	-0.003340969347094751	draw37	True
1.1468078129077517	0.04894755301224832	0.013143447865238191	0.02025866562023734	-0.033035844324809494	8.759769254778407e-07	0.0006798698704078638	0.3661636449992056	0.7018990317926606	-0.7018990317926606	draw39	True
0.29462916431149044	3.0467230801985092	1.2896931880477824	0.1354488932696374	-1.0263735927452915	5.211836550089283e-05	1.7398373232431528e-05	0.7451527935608123	0.009316021870265322	-0.009316021870265322	draw42	True
0.9128091579486831	0.00017963590731678058	0.03414418804523642	0.007314356465287184	-0.03425551637406091	3.3243476905333884e-07	0.00011524321982092343	0.6357278785519773	0.043686607681304335	-0.043686607681304335	draw44	True
0.0021061550073416084	0.005532952737208391	0.0007869168019510765	10.114888113118354	-10.11566498179697	7.304240228826048e-10	7.138144047929646e-12	7.7791822814272e-05	13339504.843771767	-13339504.843771767	draw45	True
0.6543266225004158	2.294178039459584	0.5152868604863782	0.004818232084070215	-0.35894570795551073	5.903232732247002e-07	1.122076894184044e-06	0.7104204025009789	0.0004915079240012635	-0.0004915079240012635	draw47	True
6.190325374343615	0.012356064026384514	7.180312293716102	0.09067046938561087	-7.223380883186099	8.265660969398924e-05	7.915474453213087e-07	0.7026564141660447	0.0028434429352021443	-0.0028434429352021443	draw48	True
0.4558827221462405	0.6456131847937596	0.3074001231904127	0.1627799014639188	-0.47673070390929717	2.5844688494671873e-05	8.189997046209726e-05	0.5472178499329104	0.03387947256020358	-0.03387947256020358	draw49	True
0.03270532865746603	0.000746574938633972	0.00038261012446573164	0.42670528593466084	-0.42706499828990596	4.460349204901019e-09	2.4453103502673374e-08	0.000895857677951999	26754.01515677572	-26754.01515677572	draw50	True
0.08283015916884666	0.9777708463911533	2.448214949555105	0.05671931246038959	-2.171549963879075	0.0002728022562041474	2.3290537154917706e-05	0.7153446261200526	0.05851441635165758	-0.05851441635165758	draw51	True
1.2750463425789387	0.04537511096106137	0.500571490623955	0.18573957676692954	-0.6740911681279211	0.00016662662120199621	0.0002309145277913007	0.5892770454511984	0.5691800272545683	-0.5691800272545683	draw54	True
0.3899344471588507	0.8430149375211492	0.28560139437224347	0.021332695538692385	-0.2009600620177773	2.1356212582608096e-05	0.0001214963243895195	0.6812080506143986	0.0443403781118006	-0.0443403781118006	draw56	True
0.009662359573778055	8.510003610226223	39.01587303568259	0.500268903689067	-38.451132955965946	0.0007463035207395897	2.482968946903018e-07	0.7116545463042002	0.002933525173756161	-0.002933525173756161	draw58	True
0.007650637857469298	0.0167311476963307	0.013198584843838759	2.3662590552176836	-2.3794411706725476	1.3756906975723612e-09	2.4296934508953627e-10	0.005546802590832205	13728.298126056414	-13728.298126056414	draw59	True
0.008927797753304094	0.5323662877286959	0.37325198311336316	0.11416607131262216	-0.4761966789599203	0.00024252066488884548	0.0006434754546080266	0.6079860125666356	0.0018183665234105194	0.0018183665234105194	draw60	True
0.7269447235967994	0.03305129380820058	0.0007945007148639674	0.031572388933433664	-0.02990904544692857	4.848065266915977e-10	4.624927417851655e-07	0.024539320009733415	3.736304720307387	-3.736304720307387	draw64	True
0.037828756172560186	4.61968844679744	10.725577098592826	0.7288469633917134	-9.843338895017464	0.0008182887361384366	3.806478912504957e-06	0.7315248719392935	0.013305716384609846	-0.013305716384609846	draw65	True
0.5461875136743457	1.8775092837556542	1.137955326102862	0.04753177986113685	-1.0622769687216358	0.0001367346873685266	5.063644450400776e-05	0.6924963091126901	0.048463874388044274	-0.048463874388044274	draw66	True
1.183423686017759	0.010599781052241216	0.043548163827286705	0.0057043477984301755	-0.04623122929730094	7.760684488257922e-07	0.0001795519624534418	0.6623917324843183	0.04007813555868367	-0.04007813555868367	draw68	True
0.16564556550384274	0.034983905605157274	0.4562272003289123	0.07559115279086213	-0.6951063252956952	0.00017128798230955824	0.00034887446843462317	0.6511068817200724	5.959667627925136	-5.959667627925136	draw69	True
1.0914600059745214	0.04576958635547853	1.55719854485762	0.060157638230296406	-2.1583029487278402	0.00014532896584054428	2.8831061542636037e-05	0.6935826402010643	0.686770850714765	-0.686770850714765	draw71	True
0.2864180742571767	0.7457728363528233	3.9293003427112096	0.024749967517024785	-3.305371720683003	0.004577476289366152	0.00014917571908248744	0.7093347554866214	3.2769493358181805	-3.2769493358181805	draw73	True
0.0509483539748926	0.008542805883907397	0.0071477390805801955	0.7313567000208872	-0.7365477639252545	1.0107102668231073e-09	1.85301858671617e-09	0.009678214428116175	1317.97215764738	-1317.97215764738	draw75	True
0.7303785789164757	3.0043514973435244	1.439578179951343	0.1058999415642777	-0.9754726305134804	0.0001391028009699976	3.612043607267387e-05	0.7335737967598775	0.024060128491678625	-0.024060128491678625	draw77	True
1.1540944108785085	0.24063814915149168	0.006763179257584181	0.1207123856338529	-0.09192411705760645	1.9044811804977971e-10	1.168697350491198e-08	0.05298019902129551	2.4378049089196048	-2.4378049089196048	draw79	True
