lambda_max	omega	complex_pair	slope	n_periods	estimator	period_measured	period_predicted	grew	ratio_max	ratio_end	escaped	horizon_short	t_end	t_last	eq_residual	j_eq	n_fit	name	tested
0.09483452798474538	0.0	False	0.09534676654322638	inf	late_half			True	9818.94211970421	9818.94211970421	True	False	263.6170657592283	90.59673881386655	5.307216226489582e-17	0.04443663784459928	2750	+draw34	True
0.4906030052065069	0.3031213797895038	True		0.7580947618452306	none		10.364140780077621	True	9899.794653714187	9899.794653714187	True	False	165.82625248124194	15.714001672806774	3.803863830180186e-17	0.3042580492727957	759	+draw122	True
0.20186690974580665	0.6952002587116881	True	0.20192539219347053	4.731435326007925	peak	4.520870101537543	4.518975092747581	True	9868.452682196954	9868.452682196954	True	False	123.84397240479043	42.76247678235169	8.987538784894601e-17	0.2700452889019423	2763	+draw273	True
0.37865592026493633	0.0	False	0.3961385829976275	inf	late_half			True	9903.988304193792	9903.988304193792	True	False	66.02300046572125	19.825884125348477	1.9982135527282046e-16	1.7691783282731386	2403	+draw294	True
0.8178750085281681	0.0	False	0.823668791072453	inf	late_half			True	9040.319557678979	9040.319557678979	True	False	30.567017868646595	9.327927318085553	2.3349748569064043e-16	0.1352065147648386	2442	+draw426	True
0.43212829812698816	0.4036637122925319	True		1.1681460182522816	none		7.78269772070348	True	9804.158566042806	9804.158566042806	True	False	124.52316353125568	18.182654707401756	2.0920974374844012e-16	0.603837945565308	1169	+draw517	True
1.306370781104337	0.0	False	1.3478860338953313	inf	late_half			True	9939.041490124448	9939.041490124448	True	False	19.13698649847811	7.040899020505197	4.3176650534391016e-17	0.7787771255968836	2944	+draw549	True
1.835194795980358	0.0	False	1.8510277601361766	inf	late_half			True	9988.097813905855	9988.097813905855	True	False	13.622532090194294	5.856718072031276	2.169201313241021e-17	0.49827204936405123	3440	+draw585	True
0.1470468610019924	0.0	False	0.148742131229057	inf	late_half			True	9901.528220445916	9901.528220445916	True	False	170.01382980668498	56.132832168952994	0.0	0.02460537749987693	2642	+draw592	True
0.1932581862176979	0.2764316123962419	True	0.19327464721742077	1.7642205275659455	peak	11.377596650047746	11.364809640825664	True	9892.536034198292	9892.536034198292	True	False	181.83695425321062	40.100060920447994	6.995282907435486e-17	0.3711577256754126	1765	+draw634	True
0.2954199077647986	0.0	False	0.32104359495547813	inf	late_half			True	9990.672317598006	9990.672317598006	True	False	84.62530568489646	32.04526202269676	1.92833082636599e-17	0.7367091252450803	3030	+draw640	True
0.06302101688686867	0.0	False	0.06428246288714308	inf	late_half			True	9980.03548705334	9980.03548705334	True	False	396.69305947376904	142.92654049298693	8.068838229090934e-18	0.10541564350878055	2883	+draw686	True
0.008311525317180364	0.1024631943229181	True	0.008309776510286825	17.225163054361754	peak	30.834537040350256	30.660694060434032	True	9848.869951385388	9848.869951385388	True	False	3007.8714851922155	1056.2709091017543	1.7703783210722966e-18	0.03690362999656756	2810	+draw713	True
0.6893886009806236	1.5259376049844628	True	0.6896348078359879	3.0795665070563065	peak	2.058240249262	2.0587949620795807	True	8231.024786614176	8231.024786614176	True	False	36.26401707895757	12.680392020233072	4.503342580737513e-16	0.6862088539429421	2798	+draw732	True
0.017511007778317964	0.0	False	0.01783291044972892	inf	late_half			True	9821.74957683851	9821.74957683851	True	False	1427.6733992977186	466.3721205606874	7.559247825930525e-19	0.05314055268662791	2614	+draw814	True
0.013609981076082085	0.017421490719309863	True	0.013611635998450637	1.5991998999874986	peak	180.17077108586213	180.32857831779418	True	9469.747486375983	9469.747486375983	True	False	2885.257253084707	576.7628888214085	3.907399347432378e-18	0.1454716238388595	1600	+draw820	True
0.004491859779177354	0.025557629490454446	True	0.004491625077847408	8.111384879867412	peak	123.15481258632951	122.92191084322397	True	9229.941412002523	9229.941412002523	True	False	5565.62342303983	1994.133858036274	2.2498751062854027e-18	0.053077881673954906	2867	+draw824	True
0.06305411007292372	0.0	False	0.06503767707368333	inf	late_half			True	9947.778873685089	9947.778873685089	True	False	396.4848599256551	114.84628334138552	2.9504493614207625e-17	0.052334327486909415	2318	+draw834	True
5.8174174504788985e-05	0.009082526947378	True	5.816276394947527e-05	28.91058118881103	peak	345.0431303912992	345.8941186512777	True	31.795555500260274	19.041225763773372	False	True	20000.0	20000.0	7.577444037894699e-18	0.1484054309292146	8000	+draw861	True
0.2544244199239759	0.0	False	0.2572201589231674	inf	late_half			True	9235.148222187421	9235.148222187421	True	False	98.26100815114447	31.15263366312069	9.17664656752202e-17	0.2736145568499654	2537	+draw1095	True
0.14385416186211514	0.5611619884714997	True	0.14308363386077094	5.083836200466828	peak	5.605335177039382	5.598370378127186	True	9835.887151601513	9737.93461662374	True	False	173.7871165935582	56.9223959838883	2.0288727409029606e-16	1.0616194388101003	2621	+draw1157	True
0.4356048288596877	0.0	False	0.4382899112709231	inf	late_half			True	9541.494167342447	9541.494167342447	True	False	57.39146663145171	19.816880964629284	2.299585146560032e-16	0.205612007419888	2763	+draw1161	True
0.09171336301058684	0.23184624785477423	True	0.09169245229641493	3.258061737221101	peak	13.562968877746137	13.550327782564116	True	9709.889423484963	9709.889423484963	True	False	272.5884121936969	88.29560895035239	2.012940065892546e-16	1.0521258347134592	2592	+draw1228	True
0.12663773744608295	0.24969684960397553	True	0.12669895769544431	2.595324415551944	peak	12.583200015331668	12.58162711532975	True	9300.625069338723	9300.625069338723	True	False	201.306033845276	65.30680807957135	5.2447487622285264e-17	1.0174440789888712	2596	+draw1239	True
0.02640796844187749	0.1488976404811181	True	0.026391749948002387	7.177076127022903	peak	21.066351285859874	21.09900897985138	True	9841.49960933917	9841.49960933917	True	False	946.6839546943434	302.85838730626637	1.902747042993047e-17	0.13428545922437835	2560	+draw1240	True
1.1918386033380406	0.0	False	1.2059689902804962	inf	late_half			True	9951.889615653752	9951.889615653752	True	False	20.97599450964357	7.848625024048406	8.964241554743584e-17	1.8035754913397262	2994	+draw1265	True
0.007209899158586233	0.10279530288090881	True	0.007201591019875869	19.1909430122043	peak	30.777509221882383	30.561636237692834	True	9783.086204471194	9783.086204471194	True	False	3467.454876983629	1173.013238794562	1.045944378334764e-16	0.3338342601278962	2707	+draw1341	True
0.08353532383828162	0.0	False	0.08892462348247154	inf	late_half			True	9989.195516680089	9989.195516680089	True	False	299.27459248734345	112.39165843630201	1.6515780643585917e-18	0.11608470252140557	3005	+draw1372	True
0.008219521253629368	0.10286670540613932	True	0.00821920505349994	17.2624574415877	peak	30.419199146949836	30.540422590439995	True	9705.08594116752	9705.08594116752	True	False	3041.5396747056448	1054.4054904311479	4.7628368129346224e-17	0.10723553725288837	2774	+draw1379	True
0.08020295560655402	0.11935358883689953	True	0.08020664049190468	2.1212651581447677	peak	26.32501822847268	26.321727601194123	True	9848.149389978491	9848.149389978491	True	False	421.14764161910597	111.6707273251811	3.8496848010626444e-17	0.28179171939488634	2122	+draw1394	True
0.0009170455561721214	0.005934280867523309	True	0.0009147638812838952	7.561428599339692	peak	530.0662582822852	529.3973648572766	True	9986.382037551974	9986.382037551974	True	True	20000.0	8006.000750093761	4.390956162861324e-18	0.051463688690799134	3203	+draw1418	True
0.006021100743456172	0.01135263956717721	True	0.005839859364994669	2.017252156519565	peak	273.99491804008665	276.7279481569006	True	9521.484644950915	9521.484644950915	True	False	4427.6471705104095	1116.4601003774842	5.606772901641314e-18	0.13617114673645397	2018	+draw1432	True
2.935321948538233	0.0	False	2.9550551670367797	inf	late_half			True	9823.726473284813	9823.726473284813	True	False	8.51695331493358	3.1868035093881995	1.3543534952833093e-16	0.9671353910187112	2994	+draw1438	True
0.008624703432989876	0.14572347511240064	True	0.008623625881030848	23.843451810023577	peak	21.56140747771434	21.558590001827735	True	9918.977021991088	9918.977021991088	True	False	2898.6503935165915	1028.0624036012714	2.4665667556627963e-17	0.05677515318276061	2838	+draw1453	True
0.006541968150748327	0.04739680889876215	True	0.006543876440893469	8.778946548717077	peak	66.40651462255497	66.28278836873007	True	9619.19455364523	9619.19455364523	True	False	3821.479931408759	1163.7861123780144	2.1886229032387347e-17	0.013041181064354234	2437	+draw1505	True
0.017210604961075175	0.0526351718455436	True	0.01720481877747035	4.169782362241744	peak	59.74534503679786	59.68618593682389	True	9800.201720133407	9800.201720133407	True	False	1452.5927506059152	497.75681077769895	1.1442729329963767e-17	0.05594638536869594	2742	+draw1532	True
2.4074636154700197	0.0	False	2.443119309640047	inf	late_half			True	9982.906336634609	9982.906336634609	True	False	10.38437293064516	4.108831144579564	5.765087503997063e-17	0.10588489582927363	3166	+draw1552	True
0.5197829446785428	0.0	False	0.5267041165897651	inf	late_half			True	9956.412619579509	9956.412619579509	True	False	48.09699944168258	18.429466594418937	1.1219889832896615e-17	0.23673496977364503	3066	+draw1570	True
0.0024687998862241885	0.005776835094532721	True	0.0024687562915855763	3.241557462629835	peak	544.3608440067301	543.8259188951129	True	9844.285800437405	9844.285800437405	True	False	10126.377653976358	3525.685931531961	1.5937897764349783e-18	0.015040302625841202	2786	+draw1571	True
0.4154282314173644	0.6339451715196511	True	0.41530592369456015	2.116264533066633	peak	4.956241553560942	4.955622023366748	True	9837.586556471511	9837.586556471511	True	False	79.28995237386796	20.97481425466991	2.0812906495846584e-17	0.15852647991824761	2117	+draw1691	True
1.1653495148959268	1.7533789622658822	True	1.1646170627303234	2.102262782847856	peak	1.7919602489724429	1.7917362539413213	True	9731.47556366546	9731.47556366546	True	False	28.66778006306114	7.53340088668015	1.5923698912245459e-16	1.1156465344884194	2103	+draw1743	True
0.01790904601800857	0.04852800009862701	True	0.01792382783562206	3.6270879184101372	peak	64.74493051313482	64.73773176732823	True	9974.925990672014	9974.925990672014	True	False	1395.9425853761875	469.6188895171047	3.3574244553618723e-18	0.023010773475364184	2692	+draw1762	True
0.0005557004241344685	0.0029081162646267577	True	0.0005560929814606436	7.5880708898328235	peak	1080.1350168771096	1080.2844067147366	True	9938.169920730008	9938.169920730008	True	True	20000.0	16394.54931866483	6.735782730535326e-19	0.027571157260018617	6558	+draw1790	True
0.5646129427391602	1.704041599300502	True	0.5644692696379014	4.13144748087811	peak	1.8433071855166565	1.8436126529301846	True	9563.811293411989	9563.811293411989	True	False	44.278120651494696	15.233577701326842	2.480328388282805e-16	1.5794075429776906	2753	+draw1812	True
0.008850199076825329	0.029704233924600615	True	0.00884374109825074	4.163764989665245	peak	105.58991988366074	105.76245331100668	True	9740.005327175495	9740.005327175495	True	False	2824.7952145464956	880.7400006349494	9.454682060403482e-18	0.017079616467331932	2495	+draw1822	True
0.2074407017277654	0.0	False	0.20857099261031076	inf	late_half			True	9881.228049897141	9881.228049897141	True	False	120.51636825259453	45.07875657104174	3.1465201096600873e-17	0.17027879023442866	2993	+draw1874	True
1.42071829977573	0.0	False	1.4327538116398042	inf	late_half			True	9849.246082042346	9849.246082042346	True	False	17.59673258516232	6.065032096173586	1.8611147914476304e-16	0.44127319058722475	2758	+draw1929	True
0.11789314301965814	0.0	False	0.11983191907604342	inf	late_half			True	9218.72584918578	9218.72584918578	True	False	212.05643822585478	66.96519101869099	2.624901892761916e-17	0.1037655404258654	2527	+draw1959	True
0.6516095056797708	1.8074950465290835	True	0.65169357560359	4.21526966091895	peak	1.7363028225742398	1.7380919851606593	True	9893.8439435504	9893.8439435504	True	False	38.36653667892636	14.653052825868235	4.1718631034900603e-17	1.2187194627758915	3056	+draw1993	True
