n_singular	n_points	tr_max	tr_at_fold	tr_crossings	j_max_on_branch	det_min_on_branch	path_count	name	traced
1.0	212.0	-0.38930089662748035	-2.1764756586029246	0.0	0.2389173003921972	0.002150453711553869	1.0	draw2	True
1.0	260.0	-0.4275507085074243	-1.4889384600272741	0.0	0.05566466655451364	0.0010300965090275138	1.0	draw5	True
1.0	195.0	-0.24084117055818058	-0.23802170760375577	0.0	0.09256734829383811	0.00044813073988104915	1.0	draw7	True
1.0	197.0	-0.11583222026368982	-0.11583222026368982	0.0	0.07613887916996762	2.0476032091188338e-05	1.0	draw10	True
1.0	161.0	-0.09855693613087041	-0.10325747444118272	0.0	0.03785198319030783	0.0009120515747845009	1.0	draw11	True
1.0	166.0	-0.39761469530171767	-0.39761469530171767	0.0	0.20427508268298009	0.00064134141333728	1.0	draw13	True
2.0	33.0	-0.5049919638443184	-12.242681637589623	0.0	0.008867937712470639	0.041018618596022634	1.0	draw14	True
1.0	144.0	-0.02626031219620133	-0.04846622583594845	0.0	0.023406572514802604	7.347363883795504e-08	1.0	draw17	True
1.0	175.0	-0.16689515266530436	-0.18308379919281387	0.0	0.06475116617192711	4.4780185672540366e-05	1.0	draw19	True
1.0	170.0	-0.18043117147086024	-0.164197500093855	0.0	0.5209298642046776	0.001434642371338037	1.0	draw21	True
1.0	211.0	-3.2174492809979185	-3.118245824745384	0.0	0.22566999943462368	0.02137442783626168	1.0	draw23	True
2.0	97.0	-0.6413232045266688	-3.205938933378101	0.0	0.11280849063983465	0.08313812929622033	1.0	draw25	True
1.0	183.0	-0.05419351164637525	-2.2099200238429675	0.0	0.25364573153668035	0.008801218892586294	1.0	draw26	True
1.0	150.0	-0.0037005540242442785	-0.03415299543401582	0.0	0.02615776883522113	3.0401223094514625e-06	1.0	draw28	True
3.0	153.0	-2.8374890677487064	-2.7063387069852967	0.0	0.15050088878265636	0.0002389788612219888	1.0	draw30	True
1.0	179.0	0.0966144685708451	0.0966144685708451	13.0	0.044436756718170725	0.0001688430160454085	1.0	draw34	True
1.0	152.0	-0.4002613507563961	-0.3876055124910106	0.0	0.011591994372125415	1.52673633255341e-05	1.0	draw37	True
1.0	173.0	-0.03511276317373421	-0.032592270855400486	0.0	0.03910370214310968	4.4861041272720765e-05	1.0	draw39	True
1.0	201.0	-0.2713599870995054	-1.0255697334776903	0.0	0.1706854727554697	8.783069486903212e-05	1.0	draw42	True
1.0	121.0	-0.034627411715675946	-0.03405205018108457	0.0	0.014688198794184221	3.517627187021998e-06	1.0	draw44	True
1.0	198.0	-10.116702158557619	-10.116702158557619	0.0	0.022503849075275386	2.064774936005777e-06	1.0	draw45	True
3.0	135.0	-0.01438413122730247	-0.35310993963410603	0.0	0.015319191515041805	5.583098736549083e-06	1.0	draw47	True
1.0	172.0	-7.248620822852818	-7.248620822852818	0.0	0.18180950630699605	0.0007332382341751966	1.0	draw48	True
1.0	190.0	-0.4683207229548585	-0.47591192053704967	0.0	0.14753942464062872	0.000286568987128607	1.0	draw49	True
1.0	125.0	-0.4269059650300867	-0.4270632761510166	0.0	0.014161837632623818	3.933192999830271e-07	1.0	draw50	True
2.0	33.0	-0.10955046420733618	-2.2109430640644536	0.0	0.009009887135096971	0.0014857533458836406	1.0	draw51	True
1.0	146.0	-0.6889482233967084	-0.6658277146540104	0.0	0.15076536544974486	0.0028202342720947743	1.0	draw54	True
1.0	205.0	-0.0397658840941362	-0.21033316463404442	0.0	0.0772776116781997	0.0004196984677031748	1.0	draw56	True
2.0	63.0	-0.4046879978841189	-38.76626363487044	0.0	0.013914868845376613	0.018987385206362357	1.0	draw58	True
1.0	193.0	-2.374198308294468	-2.3796197847334075	0.0	0.018666654307696068	3.455177874482178e-05	1.0	draw59	True
3.0	78.0	-0.10254634140426605	-0.16943527503357692	0.0	0.0035196288672159548	2.051598206829184e-09	1.0	draw60	True
1.0	148.0	-0.029942060496069046	-0.029942060496069046	0.0	0.021239486719419907	5.500489123450591e-07	1.0	draw64	True
2.0	162.0	-0.07556359880032518	-9.735033452721824	0.0	0.3464828284393502	0.001130189971451212	1.0	draw65	True
1.0	195.0	-0.7263726337073533	-1.0646616454602473	0.0	0.4266143432160337	0.006518940911347096	1.0	draw66	True
1.0	149.0	-0.047565309626282706	-0.046077745252642216	0.0	0.047551618284158735	2.5381773945457716e-05	1.0	draw68	True
1.0	214.0	-0.6985284159487681	-0.6985284159487681	0.0	0.11624258403787681	0.00288457707183058	1.0	draw69	True
1.0	153.0	-2.250263924394072	-2.1276502600230116	0.0	0.0652612344109648	0.006522079816097205	1.0	draw71	True
1.0	242.0	-2.17941384033319	-3.3742418320993455	0.0	0.6569634090123525	0.2570974866513259	1.0	draw73	True
1.0	160.0	-0.7367458622530169	-0.7367458622530169	0.0	0.044970730061924535	3.3827117323860005e-05	1.0	draw75	True
3.0	100.0	-0.010533518731060093	-0.9743737306175371	0.0	0.4228453107004827	0.00026108462711406513	1.0	draw77	True
1.0	216.0	-0.0924747005859075	-0.0924747005859075	0.0	0.13687091465545223	1.916151589764585e-05	1.0	draw79	True
1.0	172.0	-0.09831657863755905	-0.09831657863755905	0.0	0.7476421671359532	0.027157943151676245	1.0	draw80	True
