u	a	j	eps	mode	lambda	R_j	G_j	w_dot_Fj	margin	grad_G
0.14774138720292931	0.07370679870569499	0.031187605836818403	0.01	burden	8.049448969374927	0.0	0.0	1.0	1.0	0.02273890191319355
0.7930155065360168	0.12289374524550876	0.1215467275859136	0.01	burden	-0.1338308234588674	0.0	0.0	1.0	1.0	0.883815573516609
0.42367721391330865	0.3589833367159772	0.08915827740613815	0.01	burden	2.2387652540060627	0.0	0.0	1.0	1.0	0.06855764208877851
0.9236399238399808	0.11447842543871185	0.09933985538400243	0.01	burden	4.210348204820134	0.0	0.0	1.0	1.0	0.03928198430937163
0.19941575241550558	0.5296518463414277	0.04620092692674563	0.1	burden	1.0615265595581305	0.0	0.0	1.0	1.0	0.13759366928525774
0.62406121616062	1.9139293000688018	0.07954218828880892	0.1	burden	-0.31512623911111254	0.0	0.0	1.0	1.0	0.5651102255311996
0.486839176725639	0.0002508144914024718	0.15096827373887842	0.1	burden	-0.9419595317080602	0.0	0.0	1.0	1.0	1.8240094337598578
0.45556239146796584	0.048093082124023925	0.08104726968527971	0.1	burden	35.12522231525701	0.0	0.0	1.0	1.0	0.004596964728146645
0.3630552448190297	0.0050856806400521	0.37325022237865224	0.1	burden	87.3701115119199	0.0	0.0	1.0	1.0	0.004018961683748876
0.035468436073222	0.006984483501155106	0.016599128468857086	0.1	burden	102.03472377158201	0.0	0.0	1.0	1.0	0.004467711836171932
0.2537951745480761	0.002465474118737995	1.579366488562947	0.1	burden	2.9508609353595916	0.0	0.0	1.0	1.0	0.44074982731744183
0.18608056697165778	0.049692373116890814	0.45077808629422783	0.1	burden	0.9237381856785241	0.0	0.0	1.0	1.0	0.23730328847988286
0.8573073388340609	0.05986893783054496	0.0089408541854202	0.1	burden	-0.05722521117625633	0.0	0.0	1.0	1.0	0.3194860227356066
0.32229224803527035	0.1595916222774947	0.17538564114621985	0.1	burden	41.69995072471124	0.0	0.0	1.0	1.0	0.026196643588353927
0.14578771152874664	0.06878040280385807	0.0303369330817316	0.1	burden	8.123062356341627	0.0	0.0	1.0	1.0	0.021971704988661484
0.7617854604583432	0.1158583042790254	0.1138518265077613	0.1	burden	-0.14438355376691492	0.0	0.0	1.0	1.0	0.8861893089471423
0.7104402832819388	5.798707255160186e-06	0.029842731533863763	0.1	burden	-0.9955525040294669	0.0	0.0	1.0	1.0	16.518983598727125
0.40113401519362074	0.2982418974777142	0.08242060262188972	0.1	burden	2.2390368139354515	0.0	0.0	1.0	1.0	0.06673526831835737
0.868020206720086	0.0956373875918124	0.09008219228377626	0.1	burden	4.2723500740632705	0.0	0.0	1.0	1.0	0.03780112473517507
1.8458649924057642	0.006787008368377598	0.06016549976610397	1.0	burden	-1.8360478996111766	0.0	0.0	1.0	1.0	0.9208612347154742
0.3345709685460343	0.02739420888836479	0.05826421551389514	1.0	burden	37.30005144899349	0.0	0.0	1.0	1.0	0.004123692856615548
0.03362076164363574	0.005500898035742615	0.015533075160337301	1.0	burden	114.33364520019526	0.0	0.0	1.0	1.0	0.0038913372043620498
0.17802307303607473	0.001346991836656572	1.3449530548064943	1.0	burden	4.560329161596085	0.0	0.0	1.0	1.0	0.44158565088297946
0.11481118351896027	0.014961895336519336	0.392399909071512	1.0	burden	2.074602455070034	0.0	0.0	1.0	1.0	0.21694482798995338
0.5853611750165352	0.04652280087621726	0.006255346352474279	1.0	burden	-0.07144785901395959	0.0	0.0	1.0	1.0	0.27157954198401313
0.24755158838504648	0.09519302666734959	0.12540866502445006	1.0	burden	45.558301339383625	0.0	0.0	1.0	1.0	0.020665004838888324
0.13125214382113629	0.04266892416038623	0.024519373005559838	1.0	burden	8.62210285473938	0.0	0.0	1.0	1.0	0.01714938607208276
0.6101383826414059	0.08457098352280065	0.07732935643006449	1.0	burden	-0.18974125893170135	0.0	0.0	1.0	1.0	0.8127288842571496
0.2882106572744543	0.14825502328894397	0.053984802048460304	1.0	burden	2.246393493437903	0.0	0.0	1.0	1.0	0.05874158075118798
0.6416106076270341	0.04167229478379666	0.05263082431827217	1.0	burden	4.239145446312353	0.0	0.0	1.0	1.0	0.03333989184233365
0.15412188049475348	0.008130484159850604	0.02422204474741707	10.0	burden	43.15206785658678	0.0	0.0	1.0	1.0	0.0030729333384878666
0.024580907841405656	0.0022297672846518335	0.010455365485407056	10.0	burden	142.44550130531843	0.0	0.0	1.0	1.0	0.002669133261343078
0.04490670723934964	0.001633083820381405	0.2492779961334292	10.0	burden	7.692249910888324	0.0	0.0	1.0	1.0	0.21068279108638754
0.2664787888862754	0.03295390130341845	0.002790033218155459	10.0	burden	-0.09129034695392137	0.0	0.0	1.0	1.0	0.190773828262691
0.08634465207725002	0.009738863833370344	0.010486238983348248	10.0	burden	9.765119671734285	0.0	0.0	1.0	1.0	0.008408846776958415
0.056215356023867	0.13590239160956671	0.004897340564556915	100.0	burden	-0.30934554467232844	0.0	0.0	1.0	1.0	0.2825117148155653
0.31156609890895814	0.0011566251754329638	0.001371742120124744	100.0	burden	-1.037267391670542	0.0	0.0	1.0	1.0	0.4323089101945868
