lambda_max	omega	complex_pair	slope	n_periods	estimator	period_measured	period_predicted	grew	ratio_max	ratio_end	escaped	horizon_short	t_end	t_last	eq_residual	j_eq	n_fit	name	tested	is_cross	group	tr_J_at_fold	j_crit	j_at_first_cross	tr_max
0.1438541618621151	0.5611619884714997	True	0.1430836338607709	5.083836200466828	peak	5.605335177039382	5.598370378127186	True	9835.887151601512	9737.93461662374	True	False	173.7871165935582	56.9223959838883	2.0288727409029606e-16	1.0616194388101003	2621	draw1157	True	True	terminal	0.4597207802874261	1.0623134705620938	1.0591433950731388	0.2877083237242301
0.4356048288596877	0.0	False	0.4382899112709231	inf	late_half			True	9541.494167342447	9541.494167342447	True	False	57.39146663145171	19.816880964629284	2.299585146560032e-16	0.205612007419888	2763	draw1161	True	True	terminal	0.4473647510536887	0.2056397261770275	0.1837204721404347	0.440947298159455
0.0917133630105868	0.2318462478547742	True	0.0916924522964149	3.258061737221101	peak	13.562968877746137	13.550327782564116	True	9709.889423484963	9709.889423484963	True	False	272.5884121936969	88.29560895035239	2.0129400658925462e-16	1.0521258347134592	2592	draw1228	True	True	terminal	0.004566274374753	1.0762197725244853	1.0205394409920043	0.1834267260211736
0.1266377374460829	0.2496968496039755	True	0.1266989576954443	2.595324415551944	peak	12.583200015331668	12.58162711532975	True	9300.625069338725	9300.625069338725	True	False	201.306033845276	65.30680807957135	5.2447487622285264e-17	1.0174440789888712	2596	draw1239	True	True	terminal	0.1128491567184749	1.0611551837158308	0.8702985385825678	0.2532754748921659
0.0264079684418774	0.1488976404811181	True	0.0263917499480023	7.177076127022903	peak	21.066351285859877	21.09900897985138	True	9841.49960933917	9841.49960933917	True	False	946.6839546943434	302.8583873062664	1.902747042993047e-17	0.1342854592243783	2560	draw1240	True	True	window	-0.6090460244905457	0.1398955798495004	0.1319410218904945	0.0528159368837549
1.1918386033380406	0.0	False	1.2059689902804962	inf	late_half			True	9951.889615653752	9951.889615653752	True	False	20.97599450964357	7.848625024048406	8.964241554743584e-17	1.8035754913397264	2994	draw1265	True	True	terminal	1.2309150689364396	1.8036258866823485	1.7613813373222162	1.2110888731609557
0.0072098991585862	0.1027953028809088	True	0.0072015910198758	19.1909430122043	peak	30.777509221882383	30.561636237692834	True	9783.086204471194	9783.086204471194	True	False	3467.454876983629	1173.013238794562	1.0459443783347641e-16	0.3338342601278962	2707	draw1341	True	True	terminal	0.0014576252809782	0.3342783902641443	0.3326295545392822	0.0144197983171724
0.0835353238382816	0.0	False	0.0889246234824715	inf	late_half			True	9989.195516680087	9989.195516680087	True	False	299.27459248734345	112.391658436302	1.6515780643585917e-18	0.1160847025214055	3005	draw1372	True	True	terminal	0.094984295003438	0.1161080979377148	0.1150714126360082	0.0862062606107933
0.0082195212536293	0.1028667054061393	True	0.0082192050534999	17.2624574415877	peak	30.41919914694984	30.540422590439995	True	9705.08594116752	9705.08594116752	True	False	3041.5396747056448	1054.405490431148	4.7628368129346224e-17	0.1072355372528883	2774	draw1379	True	True	window	-0.237676433920713	0.1486665900694063	0.0985874791528371	0.0164390425072587
0.080202955606554	0.1193535888368995	True	0.0802066404919046	2.121265158144768	peak	26.32501822847268	26.321727601194123	True	9848.149389978493	9848.149389978493	True	False	421.147641619106	111.6707273251811	3.849684801062645e-17	0.2817917193948863	2122	draw1394	True	True	window	-0.0141430673027945	0.3391186302837249	0.2233126813128741	0.160405911213108
