name	ok	n_turns	j_crit	j_turn	ratio
nu=14.57,chi=0.567	True	1	0.10200316516359383	0.09929581028845175	0.9734581287668869
nu=14.57,chi=0.633	True	1	0.08529551422141937	0.08281650764935689	0.9709362608961215
nu=14.57,chi=0.7	True	1	0.06886007075918768	0.0666400219446903	0.9677599980653351
nu=14.57,chi=0.767	True	1	0.05280309879554078	0.05086777112019353	0.9633482178225743
nu=14.57,chi=0.833	True	1	0.037283162596062416	0.035712653871768786	0.9578761935700301
nu=14.57,chi=0.9	True	1	0.0225526814785224	0.021463393746174286	0.9517003007653225
nu=20,chi=0.1	True	1	0.2217367005892639	0.21784072276913652	0.982429711410994
nu=20,chi=0.167	True	1	0.2040974502987099	0.20032008231654092	0.9814923313513199
nu=20,chi=0.233	True	1	0.18648875435802287	0.18284267753772626	0.9804488113353107
nu=20,chi=0.3	True	1	0.16892784700738994	0.16543818551307543	0.9793422958018174
nu=20,chi=0.367	True	1	0.1514360361341055	0.1480969994496456	0.9779508446622112
nu=20,chi=0.433	True	1	0.13404075233876206	0.1308434735690816	0.9761469649051211
nu=20,chi=0.5	True	1	0.11677761305517312	0.11374151086018626	0.97400099115271
nu=20,chi=0.567	True	1	0.09969315239448437	0.09684340580024572	0.97141482112069
nu=20,chi=0.633	True	1	0.08285040833097623	0.08021731332491179	0.9682186840221042
nu=20,chi=0.7	True	1	0.06633643838728899	0.06391931597181913	0.9635626742370749
nu=20,chi=0.767	True	1	0.050276426880735275	0.048133768484058356	0.9573824448233028
nu=20,chi=0.833	True	1	0.034858666574718075	0.033042007629250886	0.947885013284336
nu=20,chi=0.9	True	1	0.020383620664874025	0.019032547466480226	0.9337177030221118
