u	a	lambda	transversality_svd	transversality_closed_form	abs_diff	rel_diff	grad_G	grad_R	tr_J	det_J	sv_ratio	name	population
0.3151700679326804	4.096362271876506	-0.007044192910670703	0.7096016497415252	0.7096016497365436	4.981570711493077e-12	7.020235526992649e-12	2.431316208040126	0.017126660396275032	-2.1627506700800128	0.0	5.564355812996829e-18	draw2	kinetic_box
0.36095271897108755	2.0329144261966277	0.09957350279768057	0.6728156092374219	0.6728156092350949	2.327027459614328e-12	3.45864071474183e-12	1.3377082617850178	0.13320029734733088	-1.4753644803019526	1.913704050197613e-17	4.269765319359536e-18	draw5	kinetic_box
0.19726427265797905	0.030119095223851772	10.985060160473266	0.08314828397306476	0.08314828399279461	1.9729856637340504e-11	2.3728519327049775e-10	0.019801383313436897	0.21751938695869577	-0.2381378326379886	-5.842128505454186e-18	1.0282904587310136e-16	draw7	kinetic_box
0.17880105163734947	0.03206891194206348	5.556366507663337	0.1507797616811772	0.15077976165226262	2.8914592942186346e-11	1.9176706890458498e-10	0.02846522284760453	0.158163210863603	-0.11546833580966598	1.885588997969902e-18	7.007580984961698e-18	draw10	kinetic_box
0.11050612185388893	0.016990952328551422	1.040928004909399	0.4399958316417096	0.43999583179208046	1.5037088241243168e-10	3.4175524299850476e-10	0.40011512402550603	0.41649103778594676	-0.10267711783726668	0.0	4.376484154765787e-17	draw11	kinetic_box
0.2737978329682316	0.013608388076463031	12.720438851336272	0.07269115163020051	0.07269115147968722	1.5051329627091548e-10	2.0705862158886676e-09	0.031074711106437457	0.39528396245237785	-0.39642270634313626	6.838468665375755e-17	3.7134497514168526e-16	draw13	kinetic_box
0.022822244844907538	2.640879778948436	-0.03109253546686645	0.7181837047461704	0.7181837046747752	7.13952230668724e-11	9.941080896454377e-11	12.60288447110586	0.39185563240267934	-12.083843803781146	-6.99565344542703e-16	2.756335253577267e-18	draw14	kinetic_box
0.7270583039705055	0.02908055906754205	11.69846350159304	0.07850663123390125	0.07850663124255867	8.657422001512316e-12	1.1027631506393185e-10	0.003824246675363492	0.04473781015282834	-0.04846811289325716	-6.586430003680313e-19	2.7750263080209685e-16	draw17	kinetic_box
0.7693079821672811	0.49706782689101586	-0.06022928386911501	0.7287110446621652	0.7287110446804277	1.826250262126905e-11	2.5061377557791748e-11	0.18947937824663985	0.011412207259760287	-0.18305926169992287	-9.857319324379402e-19	1.3079366420638185e-17	draw19	kinetic_box
0.44618880578516323	0.009185227867768384	3.2273649305659484	0.230200884412602	0.23020088103938918	3.3732128201791056e-09	1.4653344526522131e-08	0.1265389420246844	0.40838734384138425	-0.1702104543013184	2.9378036995424195e-17	1.4825482438653705e-16	draw21	kinetic_box
0.9119746094762164	0.1914059911679335	0.03727575415363922	0.6940527796014466	0.6940527796075269	6.080247416662132e-12	8.76049717731898e-12	2.195904330946085	0.08185398998525788	-3.1326024107583805	0.0	1.7449275747715754e-17	draw23	kinetic_box
0.15451950287724703	0.9475118994866941	0.026691214189397197	0.6977337862027608	0.6977337861690951	3.366573686491847e-11	4.8250117067943754e-11	3.7857454476387953	0.10104614260946246	-3.1256979946608237	0.0	9.221085793578043e-18	draw25	kinetic_box
0.10466310330314939	0.6922841701492192	0.025616798640706977	0.6981085899269913	0.6981085899098347	1.715660946643993e-11	2.45758463860985e-11	2.5185973009375573	0.06451839991514549	-2.176471075721302	0.0	7.644453207627131e-18	draw26	kinetic_box
0.7550407625305685	0.7627378674775322	-0.22855953165867138	0.7917776999457193	0.7917776999497622	4.0428771441725075e-12	5.1060760418347545e-12	0.09721289555958897	0.02221893388028299	-0.03428536697837227	-6.279027021974688e-19	2.7223771097419815e-17	draw28	kinetic_box
9.851668601900712	0.013270710844356782	0.045235465606423206	0.6912982920620647	0.691298292189259	1.2719425512841553e-10	1.839933015393493e-10	2.7321673078392714	0.12359086028475727	-2.7489247437600515	7.462803862592579e-18	2.304407716676605e-16	draw30	kinetic_box
1.5153820489830883	0.281679525334038	-0.31468869916916997	0.8248838620847239	0.8248838620580289	2.66949795602045e-11	3.2362106701423826e-11	0.20499609261985502	0.06450995372130487	0.09706504489333481	6.128656855887053e-18	7.276685686890044e-17	draw34	kinetic_box
1.594707236294606	0.014987796705229466	-0.01408125021035147	0.7121026544220208	0.7121026544838245	6.180367329022829e-11	8.679039868911508e-11	0.37082524263648525	0.005221683025878643	-0.39235275414328336	-1.250655169080212e-18	5.522131215518654e-17	draw37	kinetic_box
1.1468742890478185	0.0490149572231782	1.5446207468703679	0.36575616083448564	0.3657561600128371	8.216485269940677e-10	2.2464379737725534e-09	0.013116118533283752	0.020259428804921025	-0.03299519383365722	9.495833866909636e-19	6.945279455823697e-16	draw39	kinetic_box
0.29421635362040466	3.0510480304458736	-0.10490227656045471	0.7451076781927962	0.7451076782058662	1.3069989535097193e-11	1.7541074823666062e-11	1.2906329587202443	0.13539033557370905	-1.0274862469892003	-3.566043811412603e-17	1.2446783086989964e-17	draw42	kinetic_box
0.9130320990933841	0.00018018365459157866	0.21446617156479394	0.6356509573826805	0.6356509615490313	4.166350819900799e-09	6.554463175431577e-09	0.034114137759218816	0.007316328521453635	-0.03421599022376171	-1.5776362589085585e-19	1.662843623569814e-16	draw44	kinetic_box
0.002105913028425181	0.005561013826872891	12789.96852759699	7.818016242187884e-05	7.818016241587913e-05	5.999717324518816e-15	7.674219570692805e-11	0.000790839437470301	10.114811515627656	-10.115592316445815	-8.311191806223129e-19	8.127238402192325e-21	draw45	kinetic_box
0.6537203634414973	2.2964305744954623	-0.00934529121301388	0.7104185233083486	0.710418523309398	1.049382802875698e-12	1.4771332228040397e-12	0.5154846991328778	0.004817354629249586	-0.35920629814683247	2.763253885899355e-17	2.1748092249984258e-17	draw47	kinetic_box
6.194377198574427	0.012380147295663384	0.012632600111527835	0.7026546750973257	0.7026546751052505	7.924771949774367e-12	1.1278330922066828e-11	7.176887058199704	0.09066274425183626	-7.2199891065286685	3.8395076931316575e-17	1.5599583279202766e-16	draw48	kinetic_box
0.4559359932267076	0.6480981046394039	0.5287847959376522	0.5474065527329043	0.5474065527198264	1.3077872118572031e-11	2.3890602064578404e-11	0.30768794168161806	0.16270070545459062	-0.4768068969041818	4.079053904884119e-18	1.3500925769805191e-17	draw49	kinetic_box
0.032704951423756935	0.0007507599174935485	1109.0453230886576	0.0009008637516997317	0.0009008637516166534	8.307829250930876e-14	9.222070747126838e-11	0.0003847499571361801	0.42670514052044206	-0.4270669618573184	7.817263711084901e-19	4.287035643895978e-18	draw50	kinetic_box
0.08266577237261465	0.9796735057659425	-0.023113556282063248	0.7153253111359851	0.7153253111360082	2.3092638912203256e-14	3.228270907334432e-14	2.452905006864769	0.056695357930723576	-2.1764986204979957	1.3565962775768212e-16	1.5627761898064728e-17	draw51	kinetic_box
1.2756060176937472	0.045539986539894925	0.3718466914972209	0.5890549004178458	0.5890549008255335	4.0768766140786283e-10	6.921046931899e-10	0.49950532776928586	0.18573940351624385	-0.6731248983700134	1.0773102423676672e-17	6.645032319494977e-17	draw54	kinetic_box
0.38940142792994864	0.8446171500017415	0.0744284104587998	0.6812981218389108	0.6812981218694352	3.052436081674159e-11	4.480323640550314e-11	0.2861444560253204	0.021297277023562537	-0.20149769654057625	1.2146494128395713e-17	4.57823317860523e-17	draw56	kinetic_box
0.009651581883076988	8.516536130626386	-0.012807853822648759	0.711649445849737	0.7116494458539023	4.165334743788662e-12	5.853071014185518e-12	39.058190034026836	0.5002515885330523	-38.49349424289556	0.0	2.8541966278320655e-19	draw58	kinetic_box
0.0076506273672750395	0.016731742573150948	179.2750225222624	0.005546994815973602	0.0055469948155597885	4.138130810238394e-13	7.460131021991562e-11	0.013199045713743397	2.366259217603719	-2.3794417933051744	-6.961461888612448e-18	1.2300096059031588e-18	draw59	kinetic_box
0.022165622833287543	0.20546236202569346	1.6961807894745793	0.347746878568764	0.34774687859094117	2.2177149006097352e-11	6.377382622658879e-11	0.06403152696782041	0.10860904596354044	-0.16911879832708884	7.477182114953895e-20	8.54494895991849e-19	draw60	kinetic_box
0.7269448240714318	0.03305210707371521	39.738150616102935	0.02453962299367948	0.024539623006670452	1.299097288076645e-11	5.293876306590038e-10	0.0007945092503150341	0.03157232825490585	-0.0299089828059669	6.415622219087456e-20	5.99619891919375e-17	draw64	kinetic_box
